TotalDrones,TotalTrucks,Method,SuccessfulNoBottlenecks_Count,SuccessfulNoBottlenecks_Encounters,SuccessfulNoBottlenecks_UniqueDrones,SuccessfulNoBottlenecks_AvoidanceManeuvers,SuccessfulNoBottlenecks_FlightTime,SuccessfulNoBottlenecks_FlightTimeInProximity,SuccessfulNoBottlenecks_FlightTimeHorizontal,SuccessfulNoBottlenecks_FlightTimeHorizontalProximity,SuccessfulNoBottlenecks_FlightTimeVertical,SuccessfulNoBottlenecks_FlightTimeVerticalProximity,SuccessfulBottlenecks_Count,SuccessfulBottlenecks_Encounters,SuccessfulBottlenecks_UniqueDrones,SuccessfulBottlenecks_AvoidanceManeuvers,SuccessfulBottlenecks_FlightTime,SuccessfulBottlenecks_FlightTimeInProximity,SuccessfulBottlenecks_FlightTimeHorizontal,SuccessfulBottlenecks_FlightTimeHorizontalProximity,SuccessfulBottlenecks_FlightTimeVertical,SuccessfulBottlenecks_FlightTimeVerticalProximity,UnsuccessfulNoBottlenecks_Count,UnsuccessfulNoBottlenecks_Encounters,UnsuccessfulNoBottlenecks_UniqueDrones,UnsuccessfulNoBottlenecks_AvoidanceManeuvers,UnsuccessfulNoBottlenecks_FlightTime,UnsuccessfulNoBottlenecks_FlightTimeInProximity,UnsuccessfulNoBottlenecks_FlightTimeHorizontal,UnsuccessfulNoBottlenecks_FlightTimeHorizontalProximity,UnsuccessfulNoBottlenecks_FlightTimeVertical,UnsuccessfulNoBottlenecks_FlightTimeVerticalProximity,UnsuccessfulBottlenecks_Count,UnsuccessfulBottlenecks_Encounters,UnsuccessfulBottlenecks_UniqueDrones,UnsuccessfulBottlenecks_AvoidanceManeuvers,UnsuccessfulBottlenecks_FlightTime,UnsuccessfulBottlenecks_FlightTimeInProximity,UnsuccessfulBottlenecks_FlightTimeHorizontal,UnsuccessfulBottlenecks_FlightTimeHorizontalProximity,UnsuccessfulBottlenecks_FlightTimeVertical,UnsuccessfulBottlenecks_FlightTimeVerticalProximity
100,30,KMeans,99,177,177,11265,5596.239,1048.39,1836.124,302.3602,1298.011,311.4401,1,3,3,432,66.66083,39.64072,14.74015,3.999997,19.16025,13.54012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,30,KMeans,148,366,366,28936,8249.644,2535.072,2450.711,592.9804,1959.517,770.0808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,54711,1177.764,1127.235,12.37999,1.159999,1131.439,1113.442
200,30,KMeans,200,502,502,34771,11262.79,3295.16,3473.423,791.8002,2636.782,1004.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,30,KMeans,246,595,595,40710,14045.69,4071.329,4402.096,1110.34,3211.188,1252.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,13,307950,2265.541,2151.169,47.06033,16.67999,2149.968,2111.711
300,30,KMeans,291,771,771,55187,17110.76,5005.921,5435.751,1381.6,3831.171,1551.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,72,72,1581051,4635.188,4265.114,177.3423,31.45998,4304.458,4233.671
100,35,KMeans,100,190,190,15715,5178.939,1567.101,1252.574,279.3402,1310.311,428.4606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,35,KMeans,150,328,328,22691,8114.054,2286.786,2254.826,495.1199,1949.776,664.0401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,35,KMeans,200,476,476,32929,11137.06,3259.54,3282.479,766.5198,2595.242,993.7404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,35,KMeans,230,601,601,43607,12664.08,4408.161,3399.599,961.2399,3023.246,1315.123,4,18,18,48262,568.4498,373.9675,97.38147,13.05999,362.2869,319.3077,0,0,0,0,0,0,0,0,0,0,16,99,99,2077808,8513.743,7935.948,331.4847,67.13995,7916.891,7816.699
300,35,KMeans,292,788,788,53248,16075.91,5353.409,4807.759,1414.34,3799.232,1625.022,7,26,26,2743,475.7798,248.7243,96.08095,36.57998,204.0633,116.5413,0,0,0,0,0,0,0,0,0,0,1,2,2,416,340.1316,29.86049,2.139999,2.139999,325.8994,15.62017
100,40,KMeans,96,171,171,12704,5051.394,1444.078,1279.535,238.08,1253.39,411.1402,1,3,3,413,53.34103,19.30025,8.560006,7.999993,16.72019,11.30007,0,0,0,0,0,0,0,0,0,0,3,6,6,156367,1734.505,1589.103,60.1208,2.819999,1623.277,1586.281
150,40,KMeans,150,297,297,21576,8074.465,2479.872,2287.969,443.4597,1963.597,706.7811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,40,KMeans,195,452,452,32109,10389.78,3553.867,2586.587,650.7598,2588.903,1035.462,1,4,4,26356,193.3445,160.9976,11.08006,1.579999,156.0565,147.0746,0,0,0,0,0,0,0,0,0,0,4,16,16,329538,2232.028,2115.975,64.16075,16.89999,2104.888,2083.09
250,40,KMeans,243,590,590,42574,13310.6,4380.057,3589.262,916.7396,3163.826,1297.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,42,1002350,3765.049,3608.816,82.10072,38.04006,3568.033,3524.001
300,40,KMeans,279,715,715,48461,15321.11,4945.301,4148.024,1243.84,3649.891,1524.921,2,18,18,71014,445.0814,326.7361,79.48144,10.78002,315.2137,289.2081,0,0,0,0,0,0,0,0,0,0,19,105,105,2061202,10193.72,9699.164,219.1417,85.83992,9662.187,9536.142
100,20,KMeans,90,215,215,17273,5263.156,1511.479,1675.282,363.4402,1185.15,426.1401,2,6,6,2860,138.9587,91.72172,25.08026,9.959992,58.68096,49.26075,0,0,0,0,0,0,0,0,0,0,8,29,29,662713,4496.848,4274.651,125.6815,35.29997,4248.126,4196.836
150,20,KMeans,149,393,393,29226,8860.807,2686.354,3102.784,648.9804,1948.676,819.181,1,3,3,371,81.17839,14.44014,34.14059,1.439999,16.8602,8.059995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,20,KMeans,183,491,491,33546,11304.36,3156.939,3969.858,867.8801,2370.819,921.7806,3,9,9,1999,212.997,81.90131,69.72116,11.14001,57.80075,38.1003,0,0,0,0,0,0,0,0,0,0,14,182,182,3229101,6666.803,6276.607,236.8629,77.71999,6201.919,6126.462
250,20,KMeans,249,705,705,49861,14978.19,4173.089,5497.44,1248.301,3276.707,1385.641,1,3,3,583,46.68088,38.64069,4.019997,3.819997,17.64021,17.56021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,20,KMeans,264,745,745,59492,16880.95,4328.55,6347.358,1335.281,3489.772,1434.281,28,297,297,352049,3536.838,2253.006,894.1306,195.8007,1902.608,1723.549,3,6,6,543,72.46115,40.20044,20.48013,13.34003,21.56005,16.03999,5,58,58,192675,1595.181,1000.896,127.3404,39.64009,1386.416,931.4949
100,25,KMeans,93,222,222,16374,5541.924,1291.794,1875.287,338.6399,1207.55,399.1203,3,12,12,2301,232.617,75.16115,78.64123,7.199995,61.58084,35.62024,0,0,0,0,0,0,0,0,0,0,4,12,12,310679,2282.177,2140.879,66.34084,12.13999,2144.503,2112.592
150,25,KMeans,147,362,362,24641,8617.426,2197.004,2856.76,597.4999,1950.016,692.4604,3,12,12,1635,181.5228,79.70125,41.84043,11.69999,53.10064,27.54006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,25,KMeans,176,489,489,35600,10526.67,2879.754,3514.808,847.6401,2300.059,848.8401,9,42,42,6427,670.2556,291.045,192.3427,51,242.8638,148.3418,0,0,0,0,0,0,0,0,0,0,15,137,137,2768994,7539.459,6684.795,264.2033,64.05995,7039.504,6572.027
250,25,KMeans,250,692,692,44830,14559.54,3988.744,4817.644,1255.701,3332.429,1244.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,25,KMeans,267,743,743,55376,15761.58,4538.836,5098.089,1379.66,3559.012,1423.301,10,108,108,312829,1482.961,1167.913,196.9826,63.46011,1010.198,963.8343,0,0,0,0,0,0,0,0,0,0,23,335,335,4824654,10561.6,9991.539,349.864,139.2401,9829.574,9727.826
100,30,KMeans,93,176,176,13577,5108.622,1534.079,1455.079,275.6799,1205.69,428.2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,42,979244,3744.219,3444.204,171.1826,31.70004,3461.875,3408.863
150,30,KMeans,140,353,353,25515,7913.584,2331.949,2337.508,484.4599,1872.976,706.3411,8,58,58,48616,912.603,569.7101,216.1834,56.96019,504.9809,438.143,0,0,0,0,0,0,0,0,0,0,2,11,11,46571,899.6227,826.6628,44.46064,15.22001,821.5256,811.4512
200,30,KMeans,185,462,462,36011,10649.4,2945.275,3375.966,723.3798,2432.761,925.0403,13,71,71,21680,923.1167,475.7884,254.4834,81.52009,362.3058,295.1643,0,0,0,0,0,0,0,0,0,0,2,17,17,45010,887.7909,818.8071,33.88039,11.95999,829.2214,806.8536
250,30,KMeans,250,608,608,40327,13819.5,3965.827,4122.212,1129.579,3265.068,1202.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,30,KMeans,291,748,748,50162,16868.51,4904.978,5298.711,1405.06,3826.672,1478.342,3,24,24,93192,520.0211,432.0724,33.26019,9.659992,405.5321,386.5737,0,0,0,0,0,0,0,0,0,0,6,48,48,733801,3016.59,2901.025,57.26041,27.03998,2856.814,2825.733
100,35,KMeans,93,165,165,13012,4847.868,1353.317,1139.772,228.0598,1199.65,366.6002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,23,542152,3963.81,3622.308,165.4825,24.99998,3682.784,3594.842
150,35,KMeans,137,288,288,20481,7458.419,2246.948,2042.663,484.4998,1777.775,628.2207,7,31,31,7253,497.2607,320.6652,86.2008,32.12004,217.3836,177.0627,0,0,0,0,0,0,0,0,0,0,6,23,23,503952,3250.438,2693.651,57.48034,23.77998,3086.475,2633.458
200,35,KMeans,187,465,465,31400,10605.57,3314.944,3176.699,772.9805,2428.62,941.3009,1,4,4,463,93.33635,22.38032,47.24089,1.459999,19.76026,10.36005,0,0,0,0,0,0,0,0,0,0,12,65,65,1402100,6356.518,5968.238,214.3027,61.48005,5945.667,5873.02
250,35,KMeans,250,602,602,42285,13977.74,4003.547,4189.092,1069.86,3264.928,1262.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,35,KMeans,272,782,782,63546,15596.07,5144.506,4580.476,1406.601,3621.532,1542.202,14,101,101,260234,1844.444,1454.904,188.6818,71.49995,1281.984,1178.462,0,0,0,0,0,0,0,0,0,0,14,103,103,1753942,7074.436,6784.221,156.6415,56.03998,6677.473,6616.676
100,40,KMeans,100,152,152,11172,5026.654,1262.135,1140.691,213.9598,1293.771,370.5602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,40,KMeans,146,312,312,18551,7715.481,2359.27,1928.279,447.2401,1903.236,647.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,309211,2269.905,2128.647,59.36072,7.039995,2138.177,2103.903
200,40,KMeans,191,453,453,35804,10471.79,3355.284,2747.511,681.7399,2505.782,979.6811,1,3,3,145,64.52119,24.94038,13.28011,1.479999,22.10032,12.4601,0,0,0,0,0,0,0,0,0,0,8,30,30,655724,4481.413,4241.587,103.161,23.01998,4241.341,4181.863
250,40,KMeans,246,626,626,41158,13265.56,4386.198,3458.336,959.6796,3257.829,1305.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,310947,2266.402,2213.39,26.37999,10.95999,2178.296,2157.295
300,40,KMeans,281,750,750,50785,15476.59,5176.83,4248.949,1169.58,3659.429,1564.921,11,43,43,10281,691.791,299.5443,151.9215,51.4,240.3634,132.2014,0,0,0,0,0,0,0,0,0,0,8,43,43,677979,4496.408,4380.094,58.40023,30.25998,4304.878,4265.64
100,20,KMeans,99,241,241,17674,5567.075,1500.757,1781.964,356.5004,1291.611,442.2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,151,595.0181,26.62042,12.4801,5.999995,567.0108,5.119996
150,20,KMeans,149,403,403,28810,9008.912,2291.385,3540.093,686.9404,1947.457,697.6003,1,3,3,695,89.05707,37.18066,41.92077,6.699995,19.50026,13.08011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,20,KMeans,186,491,491,36478,11438.72,3044.735,3968.876,985.5408,2448.841,912.9003,1,3,3,862,78.69881,31.30053,36.18064,13.60012,17.2402,8.520005,0,0,0,0,0,0,0,0,0,0,13,156,156,2737568,6318.414,5919.052,233.2831,69.75994,5873.202,5799.548
250,20,KMeans,250,678,678,45237,15378.46,4001.786,5738.084,1255.221,3270.389,1286.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,20,KMeans,277,772,772,54297,17128.19,4889.482,6201.751,1442.361,3610.451,1516.322,0,0,0,0,0,0,0,0,0,0,2,2,2,246,33.32042,12.97999,8.939993,5.379996,10.29999,7.599994,18,306,306,4586787,7852.244,7451.249,277.8634,106.66,7271.858,7207.392
100,25,KMeans,100,218,218,14366,5361.146,1446.316,1648.24,299.98,1319.092,424.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,25,KMeans,143,333,333,22332,7919.983,2436.97,2316.807,559.6201,1873.036,699.6603,7,39,39,54024,1113.491,894.5035,128.4216,45.80007,820.842,783.7894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,25,KMeans,189,504,504,35212,11620.73,3022.375,4148.421,913.5005,2448.822,886.9401,1,2,2,419,53.34103,19.84026,7.599994,4.559997,17.54021,10.30005,0,0,0,0,0,0,0,0,0,0,10,90,90,1880736,5153.792,4756.802,204.5428,52.59996,4779.976,4701.76
250,25,KMeans,249,674,674,43962,14145.83,4014.906,4670.842,1108.22,3270.909,1285.221,1,4,4,712,79.09874,26.26041,27.50044,2.339998,19.78026,11.12006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,25,KMeans,300,892,892,66052,18497.81,5256.204,6775.02,1615.962,3921.115,1648.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,30,KMeans,89,148,148,10135,4811.209,1168.554,1333.056,204.4998,1166.55,329.2004,9,32,32,4053,560.9431,258.7037,121.9012,35.42002,218.1633,117.0015,0,0,0,0,0,0,0,0,0,0,2,6,6,52468,1088.657,1082.812,14.89999,11.87999,1038.615,1035.792
150,30,KMeans,150,362,362,26687,8317.921,2463.811,2440.211,555.5596,1980.817,740.1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,30,KMeans,200,518,518,37784,11199.42,3542.085,3309.721,816.46,2648.843,1044.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,30,KMeans,249,687,687,44654,13988.03,4324.534,4375.235,1221.301,3263.789,1348.201,1,5,5,1095,66.66083,31.78054,12.6201,1.879999,29.00047,18.78024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,30,KMeans,299,798,798,58223,17310.69,4835.074,5462.972,1390.72,3960.053,1547.081,1,4,4,549,79.37869,19.14025,29.74049,3.719997,20.32027,9.860036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,35,KMeans,91,158,158,10407,4795.02,1373.037,1184.014,244.4998,1182.77,391.5603,2,3,3,717,149.6589,73.3213,25.62033,1.579999,63.54107,40.96056,0,0,0,0,0,0,0,0,0,0,7,15,15,309562,3986.212,3218.254,116.9415,15.71999,3751.543,3169.027
150,35,KMeans,149,336,336,21664,8122.885,2408.889,2257.166,475.8598,1951.877,693.4009,1,4,4,303,53.34103,27.36044,7.599994,3.759997,16.50019,10.06004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,35,KMeans,198,508,508,36235,11291.29,3222.737,3497.265,819.9003,2576.582,981.1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,54734,1175.422,1119.427,18.14013,4.439997,1124.813,1107.255
250,35,KMeans,250,610,610,41207,14034.06,4074.929,4271.392,1056.3,3281.23,1232.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,35,KMeans,299,784,784,54848,16424.69,5317.086,4705.134,1356.94,3935.615,1709.301,1,4,4,414,66.66083,30.0005,19.78026,3.519997,16.80019,7.659994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,40,KMeans,87,121,121,8226,4419.338,1242.876,933.6685,204.1199,1125.069,326.0801,4,10,10,8300,351.5229,270.8781,28.76019,12.89999,207.1351,183.1132,0,0,0,0,0,0,0,0,0,0,9,25,25,624608,5129.603,4478.084,103.5409,42.39997,4870.94,4381.955
150,40,KMeans,138,271,271,18469,7499.746,2096.806,2065.164,490.9203,1776.954,609.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,31,787498,6893.176,6117.922,69.72004,28.35998,6616.226,5979.167
200,40,KMeans,188,436,436,29347,10126.71,3473.347,2647.15,659.7597,2468.883,994.0616,5,26,26,12076,326.7232,218.1841,52.56041,22.23998,131.3621,107.2215,0,0,0,0,0,0,0,0,0,0,7,30,30,464565,3919.074,3664.119,108.5012,23.71998,3692.3,3623.922
250,40,KMeans,235,561,561,36389,12853.7,3867.668,3501.878,937.4598,3097.747,1135.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,139,139,2750013,7615.624,7228.466,197.8422,60.41996,7161.25,7077.781
300,40,KMeans,298,827,827,56516,16546.17,5922.801,4693.057,1268.26,3957.955,1802.383,2,5,5,955,100.0019,82.94151,9.019993,7.839994,35.58043,32.56036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,20,KMeans,93,240,240,15545,5717.146,1544.239,2019.43,342.0398,1213.61,442.4003,0,0,0,0,0,0,0,0,0,0,1,6,6,138093,503.3819,473.9581,12.12009,6.239995,472.7787,467.7215,6,36,36,862337,3288.878,3067.543,105.7613,18.61999,3087.187,3035.175
150,20,KMeans,142,340,340,23231,8550.254,1990.521,3089.744,646.6002,1852.796,618.3,5,21,21,19084,471.4989,262.8615,118.0019,22.67998,212.5826,178.9832,0,0,0,0,0,0,0,0,0,0,3,15,15,157036,1599.532,1526.594,44.78054,15.73999,1506.766,1492.323
200,20,KMeans,200,549,549,40890,11851.12,3204.717,4094.796,915.62,2663.864,1041.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,20,KMeans,249,681,681,46356,14771.3,4192.871,5192.355,1135.64,3258.488,1308.641,1,3,3,637,53.34103,39.58072,3.799997,3.499997,19.08025,18.40023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,20,KMeans,240,659,659,131321,15798.29,3897.315,6169.211,1117.5,3265.283,1393.879,16,314,314,1079125,3725.225,2866.445,590.4705,103.6601,2719.014,2609.239,9,90,90,96275,500.1087,281.6751,132.9416,38.22,274.6555,241.1772,14,207,207,1980404,6164.698,5662.132,305.7645,87.78026,5618.754,5532.379
100,25,KMeans,97,236,236,19632,5599.585,1647.421,1772.924,356.0602,1292.511,477.9005,1,5,5,1477,86.65747,35.98063,32.14054,1.579999,30.70051,21.5003,0,0,0,0,0,0,0,0,0,0,2,2,2,54621,1172.399,1142.51,10.39999,1.919999,1134.983,1120.368
150,25,KMeans,146,342,342,22758,8361.402,2159.724,2632.775,570.9598,1907.076,670.0405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,311406,2279.975,2143.221,61.54069,10.57999,2152.731,2115.755
200,25,KMeans,194,508,508,38019,11385.83,3127.156,3820.355,866.6196,2552.482,986.4005,3,15,15,37732,436.6428,313.1435,57.98075,10.15999,291.9271,264.6516,0,0,0,0,0,0,0,0,0,0,3,15,15,164948,1568.437,1511.496,33.34022,19.05998,1480.302,1471.187
250,25,KMeans,242,660,660,43612,14456.91,3998.927,4830.646,1146.2,3166.187,1198.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,56,56,1232978,4262.688,3991.674,133.1616,34.45997,3997.504,3937.956
300,25,KMeans,299,820,820,57886,17328.01,5053.521,5861.879,1534.721,3896.492,1583.242,1,4,4,441,69.64033,26.54042,20.28027,5.599996,17.0602,8.460004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,30,KMeans,96,173,173,10461,5171.972,1250.334,1534.92,269.5199,1225.27,368.8203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,309626,2267.543,2151.73,40.12024,13.05999,2160.218,2122.121
150,30,KMeans,140,306,306,22619,7694.759,2280.388,2141.446,494.6398,1815.355,689.1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,90,1897098,5096.969,4609.992,324.6856,53.69996,4596.218,4523.459
200,30,KMeans,189,503,503,35856,10690.37,3475.606,3148.839,805.48,2511.602,1040.541,4,19,19,54434,870.8254,267.5227,138.6426,9.319994,622.6447,233.7268,0,0,0,0,0,0,0,0,0,0,7,56,56,964581,3527.93,3305.503,140.3819,43.96003,3283.404,3240.839
250,30,KMeans,250,671,671,47540,14471.91,4239.491,4761.102,1208.701,3247.868,1336.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,30,KMeans,276,756,756,56737,16416.38,5209.167,5198.728,1320.041,3805.894,1604.582,1,5,5,2259,86.65747,46.36087,14.70015,2.239999,41.06075,31.36053,0,0,0,0,0,0,0,0,0,0,23,249,249,4602687,11171.68,10822.21,229.2413,128.0199,10564.53,10480.17
100,35,KMeans,99,182,182,12511,4959.768,1457.758,1170.512,233.5198,1293.091,445.3405,1,4,4,418,66.68082,24.50037,20.66028,6.419995,17.0202,9.880036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
