TotalDrones,TotalTrucks,Method,SuccessfulNoBottlenecks_Count,SuccessfulNoBottlenecks_Encounters,SuccessfulNoBottlenecks_UniqueDrones,SuccessfulNoBottlenecks_AvoidanceManeuvers,SuccessfulNoBottlenecks_FlightTime,SuccessfulNoBottlenecks_FlightTimeInProximity,SuccessfulNoBottlenecks_FlightTimeHorizontal,SuccessfulNoBottlenecks_FlightTimeHorizontalProximity,SuccessfulNoBottlenecks_FlightTimeVertical,SuccessfulNoBottlenecks_FlightTimeVerticalProximity,SuccessfulBottlenecks_Count,SuccessfulBottlenecks_Encounters,SuccessfulBottlenecks_UniqueDrones,SuccessfulBottlenecks_AvoidanceManeuvers,SuccessfulBottlenecks_FlightTime,SuccessfulBottlenecks_FlightTimeInProximity,SuccessfulBottlenecks_FlightTimeHorizontal,SuccessfulBottlenecks_FlightTimeHorizontalProximity,SuccessfulBottlenecks_FlightTimeVertical,SuccessfulBottlenecks_FlightTimeVerticalProximity,UnsuccessfulNoBottlenecks_Count,UnsuccessfulNoBottlenecks_Encounters,UnsuccessfulNoBottlenecks_UniqueDrones,UnsuccessfulNoBottlenecks_AvoidanceManeuvers,UnsuccessfulNoBottlenecks_FlightTime,UnsuccessfulNoBottlenecks_FlightTimeInProximity,UnsuccessfulNoBottlenecks_FlightTimeHorizontal,UnsuccessfulNoBottlenecks_FlightTimeHorizontalProximity,UnsuccessfulNoBottlenecks_FlightTimeVertical,UnsuccessfulNoBottlenecks_FlightTimeVerticalProximity,UnsuccessfulBottlenecks_Count,UnsuccessfulBottlenecks_Encounters,UnsuccessfulBottlenecks_UniqueDrones,UnsuccessfulBottlenecks_AvoidanceManeuvers,UnsuccessfulBottlenecks_FlightTime,UnsuccessfulBottlenecks_FlightTimeInProximity,UnsuccessfulBottlenecks_FlightTimeHorizontal,UnsuccessfulBottlenecks_FlightTimeHorizontalProximity,UnsuccessfulBottlenecks_FlightTimeVertical,UnsuccessfulBottlenecks_FlightTimeVerticalProximity
100,25,KMeans,93,204,204,14992,5392.746,1672.222,1686.322,307.0801,1212.21,481.9208,4,12,12,1401,253.364,71.06088,74.44094,17.53999,71.16087,25.40003,0,0,0,0,0,0,0,0,0,0,3,6,6,158308,1715.286,1633.567,28.28024,6.279996,1629.603,1608.742
150,25,KMeans,149,358,358,25861,9122.152,2468.81,3201.363,586.6603,1969.157,760.4001,1,2,2,432,53.32103,35.44062,4.499997,4.059997,18.58023,13.88013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,25,KMeans,199,500,500,34118,11550.11,3472.523,3588.588,899.4601,2613.902,1067.641,1,4,4,449,66.66083,17.46021,19.42025,2.779998,17.90022,8.019994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,25,KMeans,238,652,652,46125,14152.99,4146.132,4551.06,1163.04,3170.067,1270.741,2,8,8,1742,168.3958,60.80101,66.10114,4.599997,52.34082,33.42038,0,0,0,0,0,0,0,0,0,0,10,90,90,1892195,5094.204,4759.839,195.1827,57.86002,4735.075,4681.473
300,25,KMeans,300,806,806,53528,17784.96,4955.581,5898.443,1538.38,3927.176,1539.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,30,KMeans,100,164,164,10832,5235.144,1416.297,1307.593,228.3999,1306.891,385.8203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,30,KMeans,140,336,336,20754,8006.215,2439.291,2378.71,551.2,1855.556,722.7206,1,7,7,28623,153.3359,126.8907,19.42025,10.00004,106.7341,104.0346,0,0,0,0,0,0,0,0,0,0,9,51,51,1033661,4840.679,4502.568,153.3418,40.01999,4543.488,4457.381
200,30,KMeans,183,440,440,31929,10572.76,2989.917,3248.001,755.2401,2370.84,900.4609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,132,132,2893373,8767.349,8253.01,275.2233,84.93995,8207.651,8100.23
250,30,KMeans,244,663,663,46261,14025.44,4324.593,4239.274,1095.22,3175.028,1298.821,3,12,12,2909,193.3616,112.542,41.78047,12.81999,66.04094,46.6805,0,0,0,0,0,0,0,0,0,0,3,11,11,142363,1569.488,1488.418,32.90033,9.079994,1482.136,1460.613
300,30,KMeans,290,773,773,49938,16715.5,5178.905,5112.263,1431.181,3796.172,1514.562,2,7,7,1224,161.4969,63.62107,41.12056,6.339995,60.501,31.28033,0,0,0,0,0,0,0,0,0,0,8,61,61,1176836,3865.801,3681.832,88.52068,44.09998,3642.037,3611.124
100,35,KMeans,100,162,162,11406,5194.25,1371.716,1277.573,252.9399,1285.811,374.8002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,35,KMeans,150,307,307,18951,7985.059,2358.629,2127.384,455.1399,1956.836,683.3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,35,KMeans,199,468,468,33987,11152.09,3383.442,3198.901,779.3799,2605.822,1030.221,1,4,4,396,66.68082,17.96022,20.04027,3.759997,16.76019,7.519994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,35,KMeans,250,612,612,44202,13653.96,4544.582,3720.962,1128.46,3278.029,1322.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,35,KMeans,293,806,806,59715,16280.76,5513.753,4701.399,1279.72,3833.313,1656.382,7,23,23,1991,413.2872,140.7619,81.30062,18.85999,143.202,64.38023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,40,KMeans,99,142,142,8802,5246.98,1315.795,1365.856,205.5799,1264.71,364.8801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,594.7178,0,0.08,0,580.2237,0
150,40,KMeans,131,259,259,19197,6772.287,2184.748,1571.656,356.3398,1711.235,642.7811,11,39,39,31207,848.021,476.7289,163.1619,55.67997,398.6363,287.8365,0,0,0,0,0,0,0,0,0,0,8,38,38,789740,4386.709,4119.37,122.2013,43.26,4120.264,4058.255
200,40,KMeans,192,420,420,29599,10450.05,3180.521,2849.033,725.1998,2497.481,906.2013,6,25,25,9940,406.7231,237.4242,87.80093,27.33998,159.1625,130.4019,0,0,0,0,0,0,0,0,0,0,2,9,9,53778,1085.585,1029.55,19.74023,3.919998,1029.399,1008.038
250,40,KMeans,250,677,677,45611,13609.26,4695.583,3775.484,1007.5,3266.728,1351.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,40,KMeans,273,714,714,46227,15080.74,4936.064,4226.79,1226.62,3595.632,1433.201,5,55,55,270766,1048.14,921.0927,69.00076,21.28,836.0453,808.8395,0,0,0,0,0,0,0,0,0,0,22,175,175,3288807,11174.36,10665.48,257.1222,118.62,10530.07,10410.93
100,20,KMeans,94,226,226,17410,5712.531,1647.781,1944.388,354.9398,1237.111,457.6006,1,2,2,819,53.32103,30.40051,3.579997,1.859999,18.58023,12.20009,0,0,0,0,0,0,0,0,0,0,5,14,14,308457,2859.298,2162.133,99.28139,20.91998,2674.738,2123.518
150,20,KMeans,142,362,362,27716,8757.123,2330.388,3052.305,621.2406,1861.416,701.3205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,56,56,1297483,4233.6,4030.628,113.8013,39.15997,3988.832,3939.102
200,20,KMeans,183,486,486,38566,11391.71,2895.673,4064.56,887.5202,2395.341,925.0402,9,109,109,296372,1605.864,1189.643,245.5239,53.34,1121.867,1048.774,0,0,0,0,0,0,0,0,0,0,8,109,109,1003804,3098.286,2878.087,150.002,60.4001,2818.399,2793.193
250,20,KMeans,248,696,696,49669,15056.97,4335.495,5394.261,1295.301,3247.248,1351.141,2,8,8,952,177.3343,58.86097,86.7016,20.30015,37.12047,19.08007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,20,KMeans,292,842,842,60279,17396.02,4926.757,6153.266,1409.539,3830.695,1598.86,8,40,40,6362,581.8757,244.3841,178.0426,33.83997,170.9424,109.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,25,KMeans,89,196,196,15166,4966.845,1492.259,1465.738,310.2199,1163.77,433.5007,7,23,23,8031,541.1325,233.204,138.9418,20.35999,212.7435,143.8419,0,0,0,0,0,0,0,0,0,0,4,9,9,102667,2188.747,2068.93,43.22039,12.91999,2079.037,2051.485
150,25,KMeans,139,344,344,22502,8057.489,2151.985,2580.274,584.7003,1813.956,637.2599,5,28,28,62309,561.5917,339.7078,111.7016,20.01999,315.547,273.8262,0,0,0,0,0,0,0,0,0,0,6,48,48,655686,2816.146,2689.833,76.94069,39.97998,2637.002,2615.134
200,25,KMeans,190,539,539,40387,11345.27,3380.943,3671.491,908.2805,2519.781,993.0809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,90,1944464,5156.954,4841.923,147.7215,44.21997,4842.719,4782.706
250,25,KMeans,250,668,668,45460,14711.82,4026.046,4944.647,1206.2,3270.009,1237.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,25,KMeans,260,704,704,49734,15551.26,4362.892,5202.693,1293.701,3373.149,1356.722,6,65,65,293983,1345.071,1065.041,157.3025,29.51998,1023.366,969.785,7,189,189,718855,1086.713,994.806,78.94067,54.30011,884.6168,871.5999,27,632,632,5959378,11010.62,10016.5,604.9886,184.0001,9947.65,9808.508
100,30,KMeans,100,198,198,13692,5549.188,1490.797,1692.763,315.6601,1324.511,426.3401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,30,KMeans,139,329,329,25388,7705.949,2367.59,2137.905,545.7601,1819.456,674.7404,2,6,6,1041,100.0219,89.18166,10.27999,5.599996,35.32043,30.72032,0,0,0,0,0,0,0,0,0,0,9,59,59,1297159,4827.639,4021.021,149.6618,35.69997,4519.106,3970.28
200,30,KMeans,194,519,519,35832,10975.31,3104.217,3544.006,811.66,2548.242,994.4807,5,24,24,4547,363.2991,191.9834,79.2609,18.31999,148.2824,103.6614,0,0,0,0,0,0,0,0,0,0,1,3,3,1004,477.716,41.18075,7.359994,4.719996,455.848,21.94031
250,30,KMeans,231,611,611,50298,13211.01,4101.112,3996.691,1049.48,3074.265,1262.441,15,105,105,280605,2054.317,1624.302,226.8225,74.4,1419.932,1341.958,0,0,0,0,0,0,0,0,0,0,4,36,36,454915,2072.565,1940.454,67.40078,25.09999,1939.784,1915.363
300,30,KMeans,266,745,745,52415,15687.26,4991.627,4967.387,1287.301,3519.71,1491.661,3,20,20,260148,833.2095,803.9426,24.86011,17.65999,724.6091,717.7507,0,0,0,0,0,0,0,0,0,0,31,321,321,6337977,15430.31,14666.51,412.644,154.9999,14500.92,14344.57
100,35,KMeans,99,180,180,14739,5262.453,1541.06,1406.818,233.26,1291.971,459.2409,1,2,2,415,53.34103,30.3205,6.659995,4.859996,17.2802,12.38009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,35,KMeans,145,316,316,22746,7895.02,2596.915,2111.005,525.08,1884.276,749.0213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,20,508540,2785.005,2663.206,53.80047,18.45999,2647.775,2608.296
200,35,KMeans,192,489,489,32101,10633.4,3466.046,3120.84,804.7399,2497.242,1022.641,6,40,40,68401,764.2887,561.7493,74.90057,22.13998,525.7529,474.3579,0,0,0,0,0,0,0,0,0,0,2,12,12,58810,933.8439,925.7483,11.75999,9.539993,889.4283,885.5704
250,35,KMeans,237,638,638,42751,13253.55,4458.16,3801.226,967.28,3119.767,1356.262,7,26,26,2075,524.6161,137.7218,165.6225,27.84,174.9227,52.0401,0,0,0,0,0,0,0,0,0,0,6,36,36,616235,2807.177,2663.468,66.22045,27.01998,2645.397,2619.511
300,35,KMeans,285,741,741,53506,16020.15,5118.768,4726.08,1265.24,3707.932,1550.862,15,56,56,4200,842.4748,340.0049,191.7618,61.55996,301.2841,156.3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,40,KMeans,91,139,139,12172,4718.711,1489.261,1084.892,201.06,1190.65,413.7004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,19,481846,5213.665,4982.059,74.08031,16.19999,4980.778,4908.728
150,40,KMeans,149,317,317,18561,7844.519,2346.769,2022.462,520.6001,1942.617,672.4408,1,3,3,378,53.34103,28.62046,7.999993,7.999993,16.24018,15.40016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,40,KMeans,187,448,448,31025,9990.05,3314.964,2609.067,643.0998,2440.92,960.5609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,72,72,1757577,7075.618,6788.037,151.7215,50.15998,6721.634,6645.285
250,40,KMeans,240,564,564,39071,13212.57,4425.699,3658.682,975.0599,3137.507,1317.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,90,1962596,5101.308,4855.419,143.2416,56.40001,4787.013,4734.885
300,40,KMeans,274,706,706,50489,14830.76,5220.832,3888.44,1206.159,3640.813,1555.083,7,46,46,75017,818.6414,728.3872,44.96013,25.99998,583.2725,557.4168,0,0,0,0,0,0,0,0,0,0,19,166,166,3158458,9715.872,9239.861,224.142,87.17994,9168.834,9060.797
100,20,KMeans,83,215,215,16932,4898.239,1460.879,1538.459,324.3401,1123.93,424.8203,5,30,30,51511,601.6816,393.1683,94.78127,13.39999,375.1273,329.0727,0,0,0,0,0,0,0,0,0,0,12,83,83,1602722,6267.158,5932.254,198.7626,58.25997,5867.07,5810.757
150,20,KMeans,146,394,394,30192,9258.411,2472.531,3564.099,608.5606,1897.596,797.5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,15,299341,2205.722,2075.406,68.54087,11.91999,2074.221,2046.209
200,20,KMeans,199,614,614,41477,12514.87,3475.203,4621.109,1054.541,2643.943,1086.021,1,6,6,1830,86.67747,45.48085,18.84024,3.759997,38.04068,29.04047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,20,KMeans,227,619,619,47654,14015.13,3816.766,5022.094,1167.74,2955.086,1179.141,20,155,155,90757,2007.123,1209.611,543.8087,126.7001,928.0635,796.0608,0,0,0,0,0,0,0,0,0,0,3,30,30,107384,1013.494,950.3296,48.04073,13.61999,916.0466,907.2914
300,20,KMeans,300,871,871,60465,18342.19,4842.394,6957.379,1628.381,3931.613,1583.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,25,KMeans,91,204,204,15090,4942.45,1528,1361.576,285.78,1173.389,417.3803,4,20,20,56625,637.1071,461.1986,103.3216,20.24002,440.1471,405.8889,0,0,0,0,0,0,0,0,0,0,5,18,18,235302,2736.283,2535.95,89.20126,18.11999,2557.835,2517.832
150,25,KMeans,150,366,366,27796,8885.902,2575.292,2992.482,640.4803,1949.436,749.6807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,25,KMeans,199,527,527,37455,11520.12,3365.261,3906.854,877.6396,2629.943,1082.761,1,7,7,968,73.33971,38.7007,23.34034,7.699994,23.56035,18.52023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,25,KMeans,231,644,644,42915,13774.04,4206.854,4522.801,1162.421,3043.306,1266.661,1,2,2,358,46.68088,36.12064,3.599997,1.619999,17.1202,15.22016,0,0,0,0,0,0,0,0,0,0,18,306,306,4340320,7849.981,7259.833,340.1646,106.4801,7194.784,7105.092
300,25,KMeans,292,785,785,54319,17321.29,4788.815,5747.496,1504.58,3828.357,1486.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,59,59,1242066,4091.953,3857.893,141.3018,43.58002,3815.83,3778.705
100,30,KMeans,97,208,208,14778,5466.17,1415.197,1617.301,276.0798,1275.271,408.5804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,159554,1731.903,1663.236,21.56,5.419996,1660.793,1636.71
150,30,KMeans,150,362,362,26435,8094.254,2510.771,2238.346,553.3203,1957.877,740.2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,30,KMeans,171,430,430,30628,9582.3,2978.177,2735.613,676.5997,2250.959,857.5007,11,77,77,150364,1357.7,981.7087,163.6418,46.75999,903.0973,804.441,0,0,0,0,0,0,0,0,0,0,18,131,131,2220707,9055.471,8115.944,225.382,90.95994,8533.804,7935.269
250,30,KMeans,240,632,632,40821,14040.32,4136.991,4548.597,1099.821,3138.189,1197.161,5,35,35,177887,953.3751,795.9001,73.96077,26.13999,754.0658,716.2523,0,0,0,0,0,0,0,0,0,0,5,41,41,594648,2577.513,2430.584,83.161,20.51999,2413.253,2380.705
300,30,KMeans,299,790,790,55668,16967.05,4880.237,5332.229,1433.141,3879.993,1557.721,1,4,4,540,66.12092,35.78063,16.32018,8.259999,18.74024,11.74008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,35,KMeans,93,184,184,14482,5153.541,1196.393,1443.738,254.26,1228.451,370.4002,2,6,6,1725,183.6332,48.96074,72.54128,6.079996,50.22077,21.58011,0,0,0,0,0,0,0,0,0,0,5,20,20,497718,2794.394,2599.714,83.34096,17.51999,2620.261,2580.475
150,35,KMeans,136,315,315,22562,7624.885,2405.192,2165.906,470.5799,1776.175,713.5408,8,33,33,6479,531.1009,264.2045,127.3215,34.33997,176.7025,121.7213,0,0,0,0,0,0,0,0,0,0,6,20,20,504273,3381.445,2675.839,45.80022,21.33998,3231.303,2613.002
