TotalDrones,TotalTrucks,Method,SuccessfulNoBottlenecks_Count,SuccessfulNoBottlenecks_Encounters,SuccessfulNoBottlenecks_UniqueDrones,SuccessfulNoBottlenecks_AvoidanceManeuvers,SuccessfulNoBottlenecks_FlightTime,SuccessfulNoBottlenecks_FlightTimeInProximity,SuccessfulNoBottlenecks_FlightTimeHorizontal,SuccessfulNoBottlenecks_FlightTimeHorizontalProximity,SuccessfulNoBottlenecks_FlightTimeVertical,SuccessfulNoBottlenecks_FlightTimeVerticalProximity,SuccessfulBottlenecks_Count,SuccessfulBottlenecks_Encounters,SuccessfulBottlenecks_UniqueDrones,SuccessfulBottlenecks_AvoidanceManeuvers,SuccessfulBottlenecks_FlightTime,SuccessfulBottlenecks_FlightTimeInProximity,SuccessfulBottlenecks_FlightTimeHorizontal,SuccessfulBottlenecks_FlightTimeHorizontalProximity,SuccessfulBottlenecks_FlightTimeVertical,SuccessfulBottlenecks_FlightTimeVerticalProximity,UnsuccessfulNoBottlenecks_Count,UnsuccessfulNoBottlenecks_Encounters,UnsuccessfulNoBottlenecks_UniqueDrones,UnsuccessfulNoBottlenecks_AvoidanceManeuvers,UnsuccessfulNoBottlenecks_FlightTime,UnsuccessfulNoBottlenecks_FlightTimeInProximity,UnsuccessfulNoBottlenecks_FlightTimeHorizontal,UnsuccessfulNoBottlenecks_FlightTimeHorizontalProximity,UnsuccessfulNoBottlenecks_FlightTimeVertical,UnsuccessfulNoBottlenecks_FlightTimeVerticalProximity,UnsuccessfulBottlenecks_Count,UnsuccessfulBottlenecks_Encounters,UnsuccessfulBottlenecks_UniqueDrones,UnsuccessfulBottlenecks_AvoidanceManeuvers,UnsuccessfulBottlenecks_FlightTime,UnsuccessfulBottlenecks_FlightTimeInProximity,UnsuccessfulBottlenecks_FlightTimeHorizontal,UnsuccessfulBottlenecks_FlightTimeHorizontalProximity,UnsuccessfulBottlenecks_FlightTimeVertical,UnsuccessfulBottlenecks_FlightTimeVerticalProximity
100,30,KMeans,96,188,188,12235,5171.351,1345.495,1439.438,288.0798,1252.451,366.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,305084,2263.339,2110.98,62.56067,16.55999,2138.046,2091.869
150,30,KMeans,145,313,313,20192,7899.888,2249.767,2183.064,502.2197,1895.796,641.9405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,20,498883,2776.737,2633.918,73.82074,30.81997,2623.818,2581.926
200,30,KMeans,189,454,454,33713,10718.35,3222.721,3224.941,819.6212,2476.081,954.2207,6,54,54,147017,916.5515,718.5699,100.7812,23.65998,664.2766,623.9567,0,0,0,0,0,0,0,0,0,0,5,46,46,473415,2312.093,2245.205,44.96029,23.37998,2183.888,2169.701
250,30,KMeans,240,612,612,42132,14021.98,3846.264,4450.418,1113.28,3124.767,1161.721,3,26,26,57895,399.8785,312.4436,47.14051,21.08005,275.3499,260.0924,0,0,0,0,0,0,0,0,0,0,7,62,62,945278,3482.794,3297.285,87.34094,24.41998,3277.564,3239.23
300,30,KMeans,300,794,794,57699,16794.22,5104.382,5168.407,1415.461,3943.214,1542.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,35,KMeans,96,170,170,12140,5416.808,1274.456,1669.883,235.6999,1244.09,365.5403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,14,311296,2275.651,2153.572,42.0402,8.619994,2170.208,2131.55
150,35,KMeans,150,316,316,21450,7993.515,2446.551,2230.766,504.3601,1962.776,715.3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,35,KMeans,177,412,412,32604,9907.857,3177.521,2787.393,624.5999,2330.82,957.7211,7,38,38,45614,580.0865,366.9992,93.0408,35.75997,306.9361,264.6142,0,0,0,0,0,0,0,0,0,0,16,104,104,2058973,8516.155,8155.856,154.5809,68.19995,8082.895,7967.462
250,35,KMeans,250,618,618,42044,13887.63,4093.067,4151.591,1013.36,3257.509,1225.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,35,KMeans,300,762,762,51459,16547.62,5168.805,4899.459,1312.34,3893.893,1597.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,40,KMeans,91,173,173,10950,4897.538,1431.099,1251.495,223.5,1177.65,363.8401,2,3,3,915,157.7576,36.92046,56.1409,5.359996,39.24052,20.54009,0,0,0,0,0,0,0,0,0,0,7,10,10,268390,4080.244,3866.836,55.6203,9.039994,3908.636,3828.538
150,40,KMeans,143,300,300,21955,7490.938,2214.288,1804.138,437.4599,1865.135,666.9804,2,2,2,0,117.5423,3.879997,23.96017,1.939999,34.50041,0,0,0,0,0,0,0,0,0,0,0,5,20,20,499459,2790.05,2614.547,78.56086,15.83999,2626.402,2584.39
200,40,KMeans,200,466,466,29914,10581.96,3448.944,2706.768,691.3196,2634.123,997.9011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,40,KMeans,249,622,622,41535,13433.1,4487.838,3717.863,1029.2,3269.389,1330.122,1,4,4,585,66.68082,26.08041,14.36014,2.319999,19.98027,11.36007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,40,KMeans,300,806,806,50561,16199.01,5542.574,4577.536,1220.28,3909.274,1617.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,20,KMeans,100,256,256,20797,5734.011,1716.182,1802.944,348.3001,1321.871,499.5804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,20,KMeans,141,378,378,27898,8745.021,2299.967,3115.746,583.4399,1856.076,728.8406,1,2,2,379,53.32103,19.56026,8.540006,4.199997,16.64019,9.540029,0,0,0,0,0,0,0,0,0,0,8,56,56,1301004,4248.683,4029.781,131.3615,47.7601,3982.885,3944.287
200,20,KMeans,198,580,580,41039,12118.32,3294.879,4495.429,901.7002,2647.482,1071.181,2,8,8,1332,137.201,52.34082,40.96056,10.87999,40.72055,22.70015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,20,KMeans,250,692,692,53563,14929.96,4189.91,5350.358,1278.061,3273.128,1351.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,20,KMeans,239,665,665,49924,14967.72,4004.528,5317.339,1189.58,3182.228,1294.741,43,360,360,572973,4936.738,3102.374,1196.499,256.2202,2595.278,2371.917,6,19,19,2144,159.9626,95.24115,48.56029,35.42008,45.76018,36.62004,6,110,110,560350,2357.844,2162.969,132.8819,43.48008,2129.679,2104.298
100,25,KMeans,98,227,227,16527,5477.817,1608.741,1779.445,338.2202,1274.091,476.7406,2,11,11,2443,181.2727,93.76176,65.82113,15.04,55.9609,42.8406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,25,KMeans,138,361,361,25551,8190.045,2304.808,2717.778,581.7802,1815.075,687.5004,2,8,8,13342,177.7742,100.659,36.44045,7.539994,87.48062,73.52127,0,0,0,0,0,0,0,0,0,0,10,37,37,825486,5681.427,4810.415,100.0808,22.41998,5416.325,4749.864
200,25,KMeans,187,504,504,33980,10758.34,3071.996,3392.003,813.0798,2455.841,940.9603,11,68,68,23343,822.6729,448.3682,189.9623,64.68,343.2657,278.8843,0,0,0,0,0,0,0,0,0,0,2,16,16,50480,959.7771,885.1269,39.58052,8.659993,889.1643,871.0503
250,25,KMeans,229,628,628,42424,13775.8,4002.59,4638.283,1135.34,2984.066,1157.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,204,204,4253985,10671.38,10069.79,303.7632,91.99994,10007.45,9891.215
300,25,KMeans,286,822,822,54269,16642.16,5179.646,5226.409,1479.8,3796.413,1612.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,182,182,3154399,6663.6,6211.837,265.5234,101.1001,6172.811,6091.98
100,30,KMeans,97,173,173,10430,5262.661,1378.197,1472.177,283.66,1258.71,390.6004,1,1,1,121,61.24121,40.00072,3.919997,1.959999,36.82065,30.3405,0,0,0,0,0,0,0,0,0,0,2,2,2,54076,1169.016,1123.371,11.49999,1.619999,1126.234,1105.614
150,30,KMeans,147,349,349,25003,8171.506,2455.051,2312.067,542.6997,1942.557,739.7603,1,3,3,572,90.11689,29.00047,37.78067,3.519997,21.76031,13.10011,0,0,0,0,0,0,0,0,0,0,2,2,2,55135,1176.103,1157.164,6.519995,3.979998,1137.805,1129.657
200,30,KMeans,195,501,501,33420,11140.31,3362.261,3397.244,787.5601,2535.841,998.2407,1,5,5,1019,73.31971,29.54049,22.54033,3.279998,23.84035,14.76015,0,0,0,0,0,0,0,0,0,0,4,12,12,312764,2274.229,2199.877,36.42018,15.71999,2175.473,2151.63
250,30,KMeans,231,573,573,41275,13327.23,4000.528,4030.65,1042.8,3032.927,1210.442,10,78,78,136453,1220.904,988.9278,120.5411,51.11997,836.2533,769.7382,0,0,0,0,0,0,0,0,0,0,9,64,64,891731,4519.248,4352.288,83.44057,41.58,4266.941,4231.384
300,30,KMeans,285,746,746,48713,16277.99,4783.158,4965.224,1349.501,3723.791,1401.841,5,66,66,426641,1280.532,1131.32,72.36082,16.2,1066.428,1027.344,0,0,0,0,0,0,0,0,0,0,10,138,138,1945531,4479.251,4293.993,123.6411,53.43998,4184.365,4150.428
100,35,KMeans,93,184,184,13560,5075.701,1217.054,1420.697,211.7399,1234.231,342.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,42,988330,3774.033,3472.042,154.5222,29.17998,3503.804,3442.871
150,35,KMeans,150,334,334,22453,7967.163,2578.852,2185.406,483.7399,1951.236,716.6603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,35,KMeans,183,457,457,30963,10048.4,3458.247,2667.251,718.7996,2400.561,1018.501,1,3,3,430,53.34103,50.66097,5.279996,5.279996,17.50021,15.72017,0,0,0,0,0,0,0,0,0,0,16,88,88,2091467,8710.605,8291.403,189.4816,62.89995,8253.436,8147.446
250,35,KMeans,227,568,568,40083,12590.58,3990.371,3456.679,969.1799,3045.486,1222.982,3,24,24,63101,497.4761,327.682,85.72139,6.659995,321.5404,283.8013,0,0,0,0,0,0,0,0,0,0,20,200,200,3580348,9735.75,9100.01,394.1453,136.0802,9002.362,8898.861
300,35,KMeans,262,716,716,50803,15192.44,4910.886,4606.32,1332.161,3458.148,1500.681,4,70,70,666557,1557.593,1389.562,109.7417,23.25999,1346.151,1316.326,0,0,0,0,0,0,0,0,0,0,34,380,380,5905038,16111.37,15306.95,415.204,165.0399,15124.93,14945.79
100,40,KMeans,100,142,142,10614,5075.463,1202.594,1202.093,216.0999,1301.611,343.4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,40,KMeans,143,296,296,21268,7624.64,2393.39,1897.881,462.8599,1860.036,686.1006,2,6,6,2216,164.5356,85.84158,52.08086,12.17999,54.56087,43.54062,0,0,0,0,0,0,0,0,0,0,5,8,8,214948,2904.982,2778.499,33.88007,6.159997,2783.083,2742.984
200,40,KMeans,190,457,457,30910,10423.01,3210.301,2773.212,741.5801,2500.161,960.741,3,11,11,2969,197.7429,133.6421,23.66005,11.43999,86.3614,68.701,0,0,0,0,0,0,0,0,0,0,7,32,32,731163,3808.259,3121.314,114.0414,24.05998,3574.986,3057.55
250,40,KMeans,244,628,628,45179,13525.06,4625.922,3806.006,1082.74,3228.488,1377.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,30,741385,3281.73,3210.901,42.96011,26.55998,3138.569,3116.808
300,40,KMeans,300,789,789,54738,15857.98,5963.024,4093.685,1263.92,3909.934,1769.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,20,KMeans,89,220,220,16812,5281.256,1409.057,1741.725,289.52,1161.27,410.64,2,6,6,1573,138.4987,58.22095,34.1804,6.299995,46.44068,32.14035,0,0,0,0,0,0,0,0,0,0,9,72,72,1604043,4717.667,4366.966,199.8629,48.9001,4360.934,4298.058
150,20,KMeans,141,376,376,29246,8702.265,2252.986,3185.387,578.62,1879.157,718.7009,9,52,52,43438,998.4487,706.2155,265.7786,116.0214,510.3405,459.0577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,20,KMeans,200,534,534,40458,12003.65,3385.181,4353.402,930.4399,2631.663,1114.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,20,KMeans,250,670,670,42865,14933.84,3811.362,5217.872,1219.96,3255.269,1183.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,20,KMeans,281,767,767,50696,16840.48,4783.798,5643.88,1377.041,3672.854,1442.48,3,27,27,77485,458.0051,280.0851,106.1219,15.7,280.8428,248.1838,0,0,0,0,0,0,0,0,0,0,16,263,263,3227680,6700.528,6114.084,346.6449,93.77995,6086.854,6004.563
100,25,KMeans,98,202,202,13734,5503.209,1571.84,1687.942,332.8799,1281.131,439.1207,1,1,1,482,55.44108,37.96068,2.779998,1.239999,24.70037,17.96022,0,0,0,0,0,0,0,0,0,0,1,1,1,533,577.441,37.96068,2.199999,2.199999,558.3023,18.84024
150,25,KMeans,147,348,348,22538,8634.497,2143.344,2896.42,625.5202,1930.197,646.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,152492,1672.605,1557.532,36.70029,7.119995,1580.175,1547.388
200,25,KMeans,200,546,546,36473,11814.27,3206.397,4086.217,938.3001,2597.862,968.9207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,25,KMeans,233,633,633,44515,14048.25,3672.241,4670.424,1075.84,3073.266,1158.66,2,5,5,994,120.0019,56.2009,30.06043,7.179995,36.78046,25.4202,0,0,0,0,0,0,0,0,0,0,15,210,210,3247991,6987.517,6525.507,253.3431,95.42001,6484.989,6397.036
300,25,KMeans,290,791,791,56727,17289.42,4678.352,5960.525,1364.56,3815.412,1520.141,9,47,47,7012,719.6674,357.1064,213.7602,67.22022,253.5841,167.6621,0,0,0,0,0,0,0,0,0,0,1,3,3,958,401.9976,23.52035,10.60005,5.059996,372.5738,18.46023
100,30,KMeans,100,180,180,13302,5620.55,1245.274,1756.863,298.9399,1283.991,392.5802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,30,KMeans,144,334,334,23899,8141.629,2412.329,2553.771,607.4205,1878.575,695.1202,6,24,24,3232,360.0248,173.6028,70.20056,30.74,126.6018,80.80072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,30,KMeans,186,484,484,32844,10470.48,3195.081,3132.439,708.6,2446.741,976.5613,9,44,44,76348,935.8944,701.4204,93.7005,36.51997,602.2693,539.9479,0,0,0,0,0,0,0,0,0,0,5,26,26,249592,2758.156,2607.234,67.80064,18.37999,2604.949,2570.701
250,30,KMeans,243,680,680,45744,13957.67,4474.139,4322.673,1110.62,3197.368,1316.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,42,1003153,3769.43,3597.266,88.38084,38.65999,3567.233,3522.86
300,30,KMeans,291,836,836,57009,16706.51,5381.75,4970.061,1409.441,3873.775,1627.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,72,72,1561307,4694.103,4512.385,86.10069,35.37997,4455.684,4407.549
100,35,KMeans,94,180,180,11559,4806.794,1347.917,1153.312,219.1798,1200.35,371.7801,2,6,6,1783,163.9757,56.32091,55.9409,8.579993,53.90085,35.72044,0,0,0,0,0,0,0,0,0,0,4,12,12,311825,2270.085,2194.451,33.44018,10.63999,2172.51,2149.427
150,35,KMeans,150,294,294,21621,7882.016,2359.03,2120.644,469.8199,1928.776,702.6611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,35,KMeans,198,498,498,34065,10619.24,3606.047,2868.672,744.3599,2648.123,1119.402,2,4,4,639,151.2766,40.34054,57.24094,8.899993,34.88042,16.62001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,35,KMeans,250,621,621,45971,13816.05,4034.928,4039.909,1126.86,3281.449,1262.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,35,KMeans,290,792,792,52226,15968.05,5331.228,4457.111,1294.1,3833.373,1546.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,91,91,1928543,5095.246,4859.904,142.7816,62.76003,4784.186,4738.074
100,40,KMeans,94,150,150,9276,4601.023,1473.079,875.9459,187.1199,1211.45,373.42,1,1,1,93,64.56118,13.98013,11.54007,0,25.7404,5.339996,0,0,0,0,0,0,0,0,0,0,5,13,13,305764,2840.239,2122.219,70.40066,15.27999,2688.683,2106.934
150,40,KMeans,142,286,286,18933,7318.678,2337.93,1721.977,423.4799,1832.975,638.5003,7,33,33,5573,453.1039,232.264,89.88073,43.74,208.1234,135.1818,0,0,0,0,0,0,0,0,0,0,1,3,3,381,459.2462,28.84047,3.359998,3.359998,444.1744,13.76013
200,40,KMeans,192,464,464,31167,10269.25,3695.669,2586.167,656.1595,2550.482,1063.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,26,659504,4518.189,4297.354,87.90083,23.45998,4297.133,4234.107
250,40,KMeans,240,586,586,39787,13318.46,4069.41,3792.584,1028.96,3119.285,1184.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,42,42,1047781,5575.354,5305.843,122.781,47.73996,5294.088,5215.742
300,40,KMeans,277,703,703,49208,15185.43,5331.054,4021.565,1126.62,3659.132,1543.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,205,205,4041958,11753.9,11269.67,281.1829,100.7199,11108.84,11002.9
100,20,KMeans,95,244,244,15764,5629.252,1588.579,1929.427,343.76,1256.011,460.1606,2,6,6,955,120.0019,32.94037,24.86019,8.039994,34.40041,19.72007,0,0,0,0,0,0,0,0,0,0,3,6,6,159458,1732.463,1663.636,38.42035,15.67999,1650.063,1631.224
150,20,KMeans,150,412,412,29033,8815.073,2668.274,3199.573,637.3,1979.976,814.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,20,KMeans,198,552,552,40388,11973.39,3209.057,4256.121,887.8797,2668.665,1101.301,2,8,8,1366,120.0006,74.60133,25.52031,7.799994,43.80062,31.42034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,20,KMeans,249,686,686,49261,15094.14,4010.806,5574.542,1204.801,3251.647,1265.221,1,4,4,859,76.49918,26.10041,31.96054,5.359996,21.08029,12.7801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,20,KMeans,300,886,886,57835,18115.33,5122.88,6436.991,1516.461,3951.533,1625.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,25,KMeans,93,210,210,13604,5219.333,1477.459,1559.021,307.7999,1231.09,439.2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,42,888666,3767.23,3352.829,264.7447,23.31998,3388.811,3329.52
150,25,KMeans,147,346,346,25546,8540.038,2342.868,2837.275,541.58,1919.216,711.0205,3,9,9,1804,179.983,111.642,26.54014,9.759993,61.72084,45.02046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,25,KMeans,190,494,494,34323,11131.28,3115.978,3600.269,845.5002,2497.423,947.9608,1,4,4,573,53.34103,29.34048,8.960015,7.139994,17.64021,12.6201,0,0,0,0,0,0,0,0,0,0,9,44,44,1053043,4969.484,4638.968,182.6626,50.06011,4638.998,4549.079
250,25,KMeans,250,654,654,46153,14593.83,4121.209,4829.105,1246.521,3292.987,1254.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,25,KMeans,300,802,802,55494,17585.24,4772.234,6109.924,1504.661,3886.233,1468.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,30,KMeans,97,209,209,15038,5233.613,1522.199,1410.597,284.7799,1275.191,454.3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,161355,1737.648,1695.427,17.01999,6.879995,1668.761,1656.329
150,30,KMeans,138,338,338,25225,7761.203,2458.332,2295.648,510.08,1800.955,738.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,62,62,1490305,6570.529,6121.701,206.5224,44.63998,6152.662,6050.385
200,30,KMeans,174,431,431,32387,9906.193,3055.638,2929.316,719.4999,2283.84,923.3409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,173,173,3802401,13858.49,13174.39,315.0027,102.2199,13099.8,12934.67
250,30,KMeans,244,645,645,44291,13833.19,4447.759,4191.013,1084.5,3221.689,1300.981,1,3,3,532,73.31971,26.22041,26.10041,1.879999,21.4203,12.16009,1,4,4,96591,513.8189,512.2574,6.739995,5.859995,493.0276,492.348,4,16,16,403231,2256.412,2112.294,47.36032,9.939993,2148.369,2102.352
300,30,KMeans,294,804,804,55993,16836.49,5400.272,5149.149,1308.24,3879.854,1684.622,1,2,2,646,70.52018,19.36025,27.02043,1.679999,19.10025,10.40005,0,0,0,0,0,0,0,0,0,0,5,25,25,507888,2791.592,2761.262,27.71998,15.59999,2677.722,2667.112
100,35,KMeans,95,164,164,12013,5120.432,1402.277,1339.036,236.5999,1270.931,404.2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,20,501019,2794.054,2660.163,68.34064,19.67999,2640.275,2600.558
