TotalDrones,TotalTrucks,Method,SuccessfulNoBottlenecks_Count,SuccessfulNoBottlenecks_Encounters,SuccessfulNoBottlenecks_UniqueDrones,SuccessfulNoBottlenecks_AvoidanceManeuvers,SuccessfulNoBottlenecks_FlightTime,SuccessfulNoBottlenecks_FlightTimeInProximity,SuccessfulNoBottlenecks_FlightTimeHorizontal,SuccessfulNoBottlenecks_FlightTimeHorizontalProximity,SuccessfulNoBottlenecks_FlightTimeVertical,SuccessfulNoBottlenecks_FlightTimeVerticalProximity,SuccessfulBottlenecks_Count,SuccessfulBottlenecks_Encounters,SuccessfulBottlenecks_UniqueDrones,SuccessfulBottlenecks_AvoidanceManeuvers,SuccessfulBottlenecks_FlightTime,SuccessfulBottlenecks_FlightTimeInProximity,SuccessfulBottlenecks_FlightTimeHorizontal,SuccessfulBottlenecks_FlightTimeHorizontalProximity,SuccessfulBottlenecks_FlightTimeVertical,SuccessfulBottlenecks_FlightTimeVerticalProximity,UnsuccessfulNoBottlenecks_Count,UnsuccessfulNoBottlenecks_Encounters,UnsuccessfulNoBottlenecks_UniqueDrones,UnsuccessfulNoBottlenecks_AvoidanceManeuvers,UnsuccessfulNoBottlenecks_FlightTime,UnsuccessfulNoBottlenecks_FlightTimeInProximity,UnsuccessfulNoBottlenecks_FlightTimeHorizontal,UnsuccessfulNoBottlenecks_FlightTimeHorizontalProximity,UnsuccessfulNoBottlenecks_FlightTimeVertical,UnsuccessfulNoBottlenecks_FlightTimeVerticalProximity,UnsuccessfulBottlenecks_Count,UnsuccessfulBottlenecks_Encounters,UnsuccessfulBottlenecks_UniqueDrones,UnsuccessfulBottlenecks_AvoidanceManeuvers,UnsuccessfulBottlenecks_FlightTime,UnsuccessfulBottlenecks_FlightTimeInProximity,UnsuccessfulBottlenecks_FlightTimeHorizontal,UnsuccessfulBottlenecks_FlightTimeHorizontalProximity,UnsuccessfulBottlenecks_FlightTimeVertical,UnsuccessfulBottlenecks_FlightTimeVerticalProximity
100,30,KMeans,97,177,177,11149,5262.38,1355.775,1391.436,260.5398,1272.391,404.9402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,52984,1707.839,1096.126,53.34074,4.159997,1606.7,1074.126
150,30,KMeans,141,356,356,26329,8453.589,2754.338,2803.026,600.3022,1862.156,772.1011,6,35,35,42199,544.5199,411.6928,57.94036,20.65998,326.298,296.4573,0,0,0,0,0,0,0,0,0,0,3,21,21,183702,1655.667,1528.927,49.56056,8.899993,1551.111,1520.029
200,30,KMeans,199,509,509,33164,11195.51,3437.283,3529.267,844.4002,2653.143,1067.981,1,1,1,342,46.68088,20.00027,0.8799997,0.54,15.96018,6.339995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,30,KMeans,233,654,654,48917,13270.55,4627.644,3854.088,1069.38,3071.646,1332.862,9,41,41,8995,634.0209,380.1253,125.5013,38.87997,266.4044,201.0829,0,0,0,0,0,0,0,0,0,0,8,49,49,928442,3952.18,3395.432,66.14033,27.93998,3753.748,3303.128
300,30,KMeans,299,799,799,59934,16804.09,5403.41,5112.466,1298.34,3920.034,1685.923,1,3,3,403,66.56084,20.92029,25.6204,4.239997,16.68019,8.019994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,35,KMeans,94,161,161,10438,4926.041,1193.294,1254.433,223.9199,1227.03,317.2801,3,11,11,18256,318.9054,188.7194,64.76101,5.259996,177.0175,148.4617,0,0,0,0,0,0,0,0,0,0,3,12,12,161885,1618.392,1543.766,37.24039,12.99999,1527.112,1513.006
150,35,KMeans,143,327,327,24962,7819.257,2379.33,2157.726,492.7999,1872.015,701.7409,6,24,24,2191,384.1423,208.1636,80.42086,30.52,153.8024,95.08103,0,0,0,0,0,0,0,0,0,0,1,3,3,688,423.8656,25.22039,1.599999,1.599999,411.4124,12.7601
200,35,KMeans,200,484,484,32875,11091.52,3419.423,3190.439,802.9396,2602.081,1003.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,35,KMeans,249,642,642,41852,13775.14,4001.666,4118.95,1110.1,3288.848,1240.161,1,4,4,490,66.66083,18.36023,17.82022,3.159998,18.20023,8.540006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,35,KMeans,299,775,775,51417,16650.34,5059.402,4980,1343.12,3921.236,1558.202,1,3,3,556,91.51665,27.62044,38.7007,2.999998,21.5203,12.8001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,40,KMeans,97,172,172,12797,4910.499,1213.335,1159.073,211.6799,1254.41,372.9804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,158381,1733.865,1619.853,46.4405,3.319998,1637.23,1606.4
150,40,KMeans,146,294,294,21035,7792.021,2328.729,1958.381,466.8199,1898.696,648.7205,1,1,1,678,50.98098,33.34057,1.159999,0.56,25.06038,18.92024,0,0,0,0,0,0,0,0,0,0,3,3,3,55147,1752.623,1166.181,13.15999,1.64,1695.427,1131.461
200,40,KMeans,197,456,456,31221,10407.6,3476.105,2598.786,698.9598,2554.282,985.1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,158173,1730.021,1633.627,47.44051,15.96001,1640.814,1609.703
250,40,KMeans,235,565,565,39404,12866.35,4320.216,3408.118,863.6195,3087.945,1288.122,5,22,22,17226,411.7102,240.8427,77.96083,20.73998,209.3638,171.343,0,0,0,0,0,0,0,0,0,0,10,65,65,1297669,5317.489,5025.535,160.1819,43.53997,4986.69,4925.27
300,40,KMeans,300,749,749,51586,16093.13,5512.453,4349.847,1340.541,3905.034,1643.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,20,KMeans,99,247,247,16300,5495.036,1532.598,1886.906,380.08,1299.671,479.4201,1,3,3,329,70.84013,19.34025,29.70049,3.159998,16.38018,7.739994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,20,KMeans,135,383,383,27354,8288.302,2444.831,2825.301,628.1,1794.756,724.4805,5,15,15,4576,366.4986,151.4025,79.60088,12.35999,148.2424,81.44099,0,0,0,0,0,0,0,0,0,0,10,52,52,1037792,5377.659,4716.011,92.90046,59.22002,5125.17,4563.136
200,20,KMeans,192,525,525,40980,11705.98,3126.116,4083.898,888.7399,2541.083,979.2414,4,30,30,17300,326.6912,175.0432,84.24117,22.94,139.4024,112.9818,0,0,0,0,0,0,0,0,0,0,4,30,30,289778,2131.361,1962.369,107.8818,16.8,1952.278,1928.142
250,20,KMeans,250,724,724,50708,15779.16,4156.97,6026.23,1251.74,3346.908,1375.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,20,KMeans,300,782,782,58242,18432.43,4360.604,6746.036,1541.64,3872.234,1432.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,25,KMeans,87,183,183,16073,4802.021,1452.179,1353.656,286.6801,1142.43,432.1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,135,135,2646911,6567.378,5535.03,322.1251,85.80018,6034.645,5424.822
150,25,KMeans,138,347,347,25893,8089.271,2228.845,2613.775,533.5399,1833.375,719.5609,11,52,52,8402,824.8276,406.387,264.2642,53.46006,288.7245,208.0227,0,0,0,0,0,0,0,0,0,0,1,3,3,1027,420.8073,44.72083,4.859996,4.859996,401.6378,25.54039
200,25,KMeans,200,540,540,35240,11608.71,3113.696,3823.49,918.6001,2641.443,962.1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,25,KMeans,238,675,675,52750,14377.27,4387.355,4832.902,1139.501,3117.205,1337.341,2,9,9,1349,159.9751,76.86137,64.66113,9.679993,36.42045,25.1602,0,0,0,0,0,0,0,0,0,0,10,90,90,1916927,5130.807,4828.243,180.4823,56.80009,4792.457,4742.119
300,25,KMeans,280,773,773,55825,17154.59,4682.395,5939.885,1470.121,3710.973,1457.081,0,0,0,0,0,0,0,0,0,0,1,19,19,140367,226.6916,226.6916,5.979995,5.979995,205.7671,205.7671,19,361,361,4804312,8095.576,7363.553,453.7468,138.0002,7323.918,7215.615
100,30,KMeans,92,162,162,14372,4972.466,1332.196,1281.075,234.9398,1202.53,379.2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,56,56,1311815,4237.801,4042.351,96.70093,30.31999,4014.294,3967.544
150,30,KMeans,149,367,367,27530,8254.796,2501.451,2428.35,578.3204,1958.356,736.3404,1,5,5,552,66.66083,24.32037,21.00029,3.599997,18.66024,10.28005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,30,KMeans,178,432,432,30150,10300.18,2850.034,3198.023,705.3997,2333.92,861.2007,3,8,8,1577,180.003,93.66158,28.4801,14.35999,61.08083,40.14035,0,0,0,0,0,0,0,0,0,0,19,162,162,3539258,9770.762,9215.366,283.123,92.49998,9162.363,9045.041
250,30,KMeans,219,582,582,41135,12659.1,3902.151,3870.55,965.7999,2921.366,1176.962,12,74,74,72424,963.2889,615.3489,184.2021,71.12009,448.5817,363.2195,1,17,17,161686,260.0157,260.0157,2.519998,2.519998,239.8744,239.8744,18,307,307,3955685,7595.667,6784.749,282.8434,110.2201,7025.473,6599.443
300,30,KMeans,294,789,789,54813,16648.35,5367.807,5242.067,1385.02,3899.492,1670.323,5,17,17,1414,328.9821,159.5827,61.18057,21.06001,126.6019,62.58069,0,0,0,0,0,0,0,0,0,0,1,2,2,698,398.6595,40.00072,3.539997,3.539997,377.671,19.00024
100,35,KMeans,92,157,157,11267,4779.663,1471.299,1134.071,241.3199,1191.77,405.8406,5,13,13,4735,384.7954,191.6834,89.42113,20.40001,155.1226,107.3215,0,0,0,0,0,0,0,0,0,0,3,4,4,55274,1730.121,1150.593,17.09999,4.979997,1658.131,1123.127
150,35,KMeans,143,330,330,23599,7791.127,2282.847,2157.285,553.6797,1866.916,665.6002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,42,1005672,3769.892,3619.831,83.64084,26.59998,3563.764,3531.582
200,35,KMeans,196,494,494,35161,10629.23,3403.844,2995.955,770.3804,2560.742,1029.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,305478,2268.444,2100.967,57.24055,8.379994,2135,2092.587
250,35,KMeans,232,597,597,44033,12983.03,4269.676,3725.344,944.3198,3052.548,1270.641,5,25,25,10494,353.3008,242.9626,57.48045,25.67998,162.7628,140.8623,0,0,0,0,0,0,0,0,0,0,13,120,120,2297743,6574.341,6232.756,191.6222,67.52004,6170.568,6086.434
300,35,KMeans,300,762,762,53925,16577.29,5154.166,4892.418,1392.601,3913.494,1558.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,40,KMeans,100,156,156,9577,5045.727,1363.298,1126.151,212.2801,1301.391,383.3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,40,KMeans,150,307,307,19291,7928.75,2228.726,2134.164,461.9798,1953.597,645.9006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,40,KMeans,188,438,438,26973,9960.807,3426.926,2456.726,680.5202,2419.12,955.7411,1,3,3,99,78.09891,13.94013,34.5406,3.419997,16.9602,6.359995,0,0,0,0,0,0,0,0,0,0,11,59,59,1226479,5799.816,5413.123,181.4821,52.57997,5434.529,5341.884
250,40,KMeans,236,570,570,41533,12818.98,4345.558,3364.038,942.2201,3098.246,1319.182,7,40,40,61009,751.4488,462.1672,130.7817,26.89998,427.0654,362.172,0,0,0,0,0,0,0,0,0,0,7,44,44,536068,3573.436,3489.36,59.04043,23.43998,3401.499,3380.169
300,40,KMeans,290,738,738,49933,15737.34,5480.792,4114.604,1242.32,3813.254,1639.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,90,1929178,5093.886,4705.93,227.6236,39.37997,4695.892,4628.008
100,20,KMeans,96,234,234,21499,6081.277,1325.874,2459.157,380.7202,1248.691,409.66,3,9,9,2643,188.7634,83.06133,30.92014,8.219995,77.94121,42.58043,0,0,0,0,0,0,0,0,0,0,1,3,3,821,542.2066,40.00072,1.659999,1.659999,521.0059,18.82024
150,20,KMeans,149,390,390,25841,8890.772,2307.407,3088.225,707.0999,1923.276,678.5201,1,4,4,400,65.50102,17.96022,19.72026,3.579997,16.9602,7.719994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,20,KMeans,169,463,463,53007,10305.22,2805.614,3487.429,766.1597,2255.52,892.6822,17,168,168,165507,1954.733,1184.743,489.6879,94.12001,1008.159,907.2199,0,0,0,0,0,0,0,0,0,0,14,149,149,2138515,6543.93,6098.801,264.7236,68.04003,6032.471,5954.937
250,20,KMeans,242,655,655,47594,15359.15,3908.385,5697.484,1204.421,3192.988,1267.901,0,0,0,0,0,0,0,0,0,0,1,2,2,112,25.44039,8.520005,5.639996,2.739998,6.359995,5.779995,7,53,53,923377,3630.298,3341.867,222.8438,62.58015,3290.761,3263.576
300,20,KMeans,288,804,804,60731,18370.74,4712.695,6895.46,1675.943,3754.752,1480.98,6,53,53,150381,933.962,712.9548,125.4218,31.54,653.2417,608.0812,0,0,0,0,0,0,0,0,0,0,6,59,59,725315,2856.979,2740.505,70.4206,32.73997,2688.342,2666.986
100,25,KMeans,93,217,217,14866,5208.987,1533.56,1560.578,295.8205,1212.75,408.7802,7,39,39,86201,1085.066,851.7661,146.222,61.36051,795.1055,750.0433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,25,KMeans,149,313,313,21468,8645.242,1933.32,2872.459,575.3798,1921.996,563.96,1,3,3,622,46.68088,29.80049,5.959995,2.439998,16.12018,8.860013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,25,KMeans,199,554,554,38032,11954.09,3365.082,4545.368,962.9409,2617.662,1086.861,1,4,4,470,53.34103,37.00066,7.319994,3.719997,17.2002,10.90006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,25,KMeans,250,676,676,46985,14230.75,4241.392,4808.258,1289.28,3279.168,1315.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,25,KMeans,299,801,801,54855,17860.19,4813.395,6361.014,1390.92,3923.833,1581.961,1,4,4,475,53.34103,28.26046,7.739994,4.819996,16.78019,11.06006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,30,KMeans,94,205,205,11832,4979.491,1491.119,1368.836,277.14,1226.91,384.0402,3,13,13,4934,217.2774,132.3813,38.30031,19.58,109.0219,86.1014,0,0,0,0,0,0,0,0,0,0,3,12,12,139998,1499.363,1469.148,23.64002,19.29998,1434.307,1429.91
150,30,KMeans,142,339,339,22805,7893.917,2230.208,2286.107,545.8398,1853.675,642.4206,2,7,7,1207,170.3754,54.30086,60.72101,3.219998,53.36084,28.40028,0,0,0,0,0,0,0,0,0,0,6,34,34,715226,3186.518,3037.506,68.16054,25.81998,3022.391,2993.074
200,30,KMeans,174,412,412,29315,9836.768,2668.031,2886.835,643.8997,2294.34,835.4003,7,76,76,242920,1210.229,943.1166,166.7626,35.32001,870.0731,823.9274,0,0,0,0,0,0,0,0,0,0,19,160,160,2569743,9252.446,8878.688,207.2219,81.23994,8735.292,8651.277
250,30,KMeans,250,668,668,45449,14679.59,4188.19,4917.988,1170.801,3315.808,1335.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,30,KMeans,278,764,764,52117,16009.33,4996.443,4829.502,1340.241,3725.434,1511.241,7,79,79,478915,1357.938,1079.07,155.2822,42.70006,1008.1,959.5813,0,0,0,0,0,0,0,0,0,0,15,268,268,3341287,6214.097,5754.079,272.3436,93.13994,5701.067,5623.694
100,35,KMeans,100,190,190,11745,5152.944,1581.141,1286.574,247.6999,1288.21,433.6604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,35,KMeans,126,268,268,18349,6657.557,2205.409,1651.017,392.9198,1666.255,617.0815,11,56,56,203120,1555.196,1111.588,216.0429,48.16003,1039.634,944.8814,0,0,0,0,0,0,0,0,0,0,13,92,92,1525984,6596.389,5799.599,187.8619,82.02002,6183.858,5645.404
200,35,KMeans,192,486,486,33550,10587.87,3632.488,2910.294,741.44,2507.741,1032.301,1,2,2,590,46.66088,35.46062,3.919997,3.759997,17.52021,14.78015,0,0,0,0,0,0,0,0,0,0,7,42,42,992857,3756.444,3556.159,103.4211,36.19999,3531.727,3484.882
250,35,KMeans,250,622,622,43134,13842.25,4337.716,3914.846,1049.32,3276.91,1293.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,35,KMeans,286,722,722,52976,16173.86,4874.86,4737.459,1309.26,3740.313,1485.941,9,47,47,9149,644.68,372.0268,122.9811,44.73997,283.4648,210.1231,0,0,0,0,0,0,0,0,0,0,5,15,15,312805,2684.191,2254.125,28.21998,14.43999,2573.656,2182.336
100,40,KMeans,100,152,152,10153,4969.041,1548.541,1114.851,231.4998,1273.83,412.2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,40,KMeans,141,310,310,19150,7424.744,2365.19,1840.8,466.1401,1832.775,690.9609,1,2,2,729,73.33971,25.04038,27.40044,7.539994,17.2602,8.28,0,0,0,0,0,0,0,0,0,0,8,26,26,671022,4529.92,4375.27,57.08013,15.65999,4337.011,4290.646
200,40,KMeans,197,481,481,34830,10311.78,3973.495,2474.186,687.7401,2607.282,1151.223,3,6,6,472,164.9632,56.66083,38.72039,8.479994,53.70066,24.10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,40,KMeans,238,617,617,42517,12898.85,4346.437,3388.019,983.7404,3099.787,1244.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,133,133,2634404,5877.075,5653.757,122.2209,57.87997,5556.638,5498.898
300,40,KMeans,289,764,764,53944,15578.84,5542.457,4069.066,1115.559,3804.292,1636.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,110,110,2132807,5497.966,5102.545,215.0429,57.38,5091.785,5019.75
100,20,KMeans,100,250,250,15082,5833.467,1607.739,1947.124,371.1605,1301.791,450.4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,20,KMeans,141,346,346,24962,8692.201,1972.08,3099.403,626.16,1853.776,626.3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,72,72,1581943,4700.644,4269.643,279.8647,55.91996,4274.701,4209.083
200,20,KMeans,186,538,538,38360,11475.73,3121.858,4059.716,946.3607,2480.822,963.261,1,2,2,600,53.32103,33.64058,3.579997,3.399997,18.82024,14.36014,0,0,0,0,0,0,0,0,0,0,13,156,156,2551313,6233.913,5735.774,342.9455,98.30016,5676.362,5601.134
250,20,KMeans,227,634,634,46554,14089.99,3887.867,5005.674,1120.561,2972.745,1248.961,10,88,88,148557,1288.28,901.0409,236.3235,59.06013,801.1005,728.6208,1,2,2,162,20.00027,6.659995,5.259996,1.919999,7.439994,4.739996,12,100,100,1538282,5933.999,5484.836,303.9047,70.02007,5451.775,5385.464
300,20,KMeans,299,881,881,60379,17950.72,5302.443,6392.894,1692.222,3913.014,1645.241,1,4,4,437,66.66083,17.92022,19.44025,3.379997,16.82019,7.879993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,25,KMeans,100,200,200,14545,5412.954,1465.916,1774.244,331.5002,1282.25,430.9202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,25,KMeans,142,349,349,27465,8258.438,2241.967,2703.437,501.78,1902.957,712.0807,6,40,40,30063,603.8157,415.673,102.5212,26.41998,330.1928,299.191,0,0,0,0,0,0,0,0,0,0,2,9,9,43484,864.2421,863.5825,6.639995,6.259995,822.0054,821.7255
200,25,KMeans,190,498,498,39452,11507.94,3371.862,3850.134,891.4011,2470.641,995.5206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,90,1914656,5156.233,4816.466,189.3626,53.32004,4804.624,4735.159
250,25,KMeans,249,665,665,51403,14502.43,4032.367,4972.786,1233.861,3256.988,1267.6,1,4,4,904,76.69914,25.52039,30.54051,6.279995,22.66033,13.30011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,25,KMeans,300,842,842,57908,17455.54,5289.925,5616.355,1595,3940.596,1618.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,30,KMeans,98,176,176,13233,5116.02,1310.415,1368.276,264.8798,1283.411,388.0404,2,2,2,350,93.66176,40.00053,9.759993,5.779996,36.16045,17.56005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,30,KMeans,149,315,315,22231,8218.21,2055.281,2453.29,545.7399,1946.336,645.9008,1,3,3,297,53.34103,19.98027,7.999993,1.739999,16.22018,7.599994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,30,KMeans,200,530,530,36369,11156.92,3624.528,3385.842,838.2999,2636.382,1087.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,30,KMeans,240,644,644,43666,13809.09,4510.261,4150.593,1127.58,3133.707,1258.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,90,1848871,5098.808,4844.88,136.4614,41.45996,4795.39,4738.735
300,30,KMeans,287,794,794,58754,17114.75,5232.368,5348.33,1415.48,4028.009,1606.622,1,4,4,436,53.34103,34.32059,7.819993,6.779994,16.42019,12.16009,0,0,0,0,0,0,0,0,0,0,12,132,132,2424526,5876.254,5434.842,245.2033,63.14005,5443.731,5363.836
100,35,KMeans,91,156,156,10719,4752.079,1178.773,1174.673,248.5999,1180.87,343.4602,1,1,1,81,70.88012,12.7401,14.68015,0,31.14052,4.879996,0,0,0,0,0,0,0,0,0,0,8,43,43,996644,4356.879,3553.82,137.3418,39.03999,4073.476,3488.472
