,TotalDrones,TotalTrucks,Method,SuccessfulNoBottlenecks_Count,SuccessfulNoBottlenecks_UniqueDrones,SuccessfulNoBottlenecks_AvoidanceManeuvers,SuccessfulNoBottlenecks_FlightTime,SuccessfulNoBottlenecks_FlightTimeInProximity,SuccessfulNoBottlenecks_FlightTimeHorizontal,SuccessfulNoBottlenecks_FlightTimeHorizontalProximity,SuccessfulNoBottlenecks_FlightTimeVertical,SuccessfulNoBottlenecks_FlightTimeVerticalProximity,SuccessfulBottlenecks_Count,SuccessfulBottlenecks_UniqueDrones,SuccessfulBottlenecks_AvoidanceManeuvers,SuccessfulBottlenecks_FlightTime,SuccessfulBottlenecks_FlightTimeInProximity,SuccessfulBottlenecks_FlightTimeHorizontal,SuccessfulBottlenecks_FlightTimeHorizontalProximity,SuccessfulBottlenecks_FlightTimeVertical,SuccessfulBottlenecks_FlightTimeVerticalProximity,UnsuccessfulNoBottlenecks_Count,UnsuccessfulNoBottlenecks_UniqueDrones,UnsuccessfulNoBottlenecks_AvoidanceManeuvers,UnsuccessfulNoBottlenecks_FlightTime,UnsuccessfulNoBottlenecks_FlightTimeInProximity,UnsuccessfulNoBottlenecks_FlightTimeHorizontal,UnsuccessfulNoBottlenecks_FlightTimeHorizontalProximity,UnsuccessfulNoBottlenecks_FlightTimeVertical,UnsuccessfulNoBottlenecks_FlightTimeVerticalProximity,UnsuccessfulBottlenecks_Count,UnsuccessfulBottlenecks_UniqueDrones,UnsuccessfulBottlenecks_AvoidanceManeuvers,UnsuccessfulBottlenecks_FlightTime,UnsuccessfulBottlenecks_FlightTimeInProximity,UnsuccessfulBottlenecks_FlightTimeHorizontal,UnsuccessfulBottlenecks_FlightTimeHorizontalProximity,UnsuccessfulBottlenecks_FlightTimeVertical,UnsuccessfulBottlenecks_FlightTimeVerticalProximity,SuccessfulNoBottlenecks_AverageUniqueDroneEncounter,SuccessfulNoBottlenecks_AverageAvoidanceManeuvers,SuccessfulNoBottlenecks_PercentageTimeHorizontalProximity,SuccessfulNoBottlenecks_PercentageTimeVerticalProximity,SuccessfulBottlenecks_AverageUniqueDroneEncounter,SuccessfulBottlenecks_AverageAvoidanceManeuvers,SuccessfulBottlenecks_PercentageTimeHorizontalProximity,SuccessfulBottlenecks_PercentageTimeVerticalProximity,UnsuccessfulNoBottlenecks_AverageUniqueDroneEncounter,UnsuccessfulNoBottlenecks_AverageAvoidanceManeuvers,UnsuccessfulNoBottlenecks_PercentageTimeHorizontalProximity,UnsuccessfulNoBottlenecks_PercentageTimeVerticalProximity,UnsuccessfulBottlenecks_AverageUniqueDroneEncounter,UnsuccessfulBottlenecks_AverageAvoidanceManeuvers,UnsuccessfulBottlenecks_PercentageTimeHorizontalProximity,UnsuccessfulBottlenecks_PercentageTimeVerticalProximity,SuccessfulNoBottlenecks_Percentage,SuccessfulBottlenecks_Percentage,UnsuccessfulNoBottlenecks_Percentage,UnsuccessfulBottlenecks_Percentage
228,250,20,KMeans,224,586,43236,14278.63,3498.398,5288.177,1053.58,2965.606,1211.521,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26,316,5683168,12448.36,11638.12,492.0666,141.46,11519.07,11389.33,2.6160714285714284,193.01785714285714,7.378719106805065,40.85239239467413,,,,,,,,,12.153846153846153,218583.38461538462,1.1363745907091376,98.873693796461,89.60000000000001,0.0,0.0,10.4
229,300,20,KMeans,300,854,59766,18589.14,5014.621,6898.602,1621.083,3914.254,1583.501,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.8466666666666667,199.22,8.720591700315346,40.4547328814124,,,,,,,,,,,,,100.0,0.0,0.0,0.0
230,100,25,KMeans,100,216,12547,5765.208,1545.899,1984.108,359.8999,1277.27,439.6802,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,125.47,6.24261778586306,34.4234343560876,,,,,,,,,,,,,100.0,0.0,0.0,0.0
231,150,25,KMeans,148,359,26349,8715.853,2637.734,2972.0,627.6801,1937.077,754.781,2,5,815,100.0019,80.42146,7.399994,6.959995,33.90039,27.30025,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.425675675675676,178.03378378378378,7.201591169561948,38.96494563716362,2.5,407.5,6.959862762607511,80.53078445410215,,,,,,,,,98.66666666666667,1.3333333333333335,0.0,0.0
232,200,25,KMeans,169,471,33262,10038.71,2955.618,3279.064,768.0801,2232.339,877.4407,15,75,16632,1139.847,621.5706,307.3643,95.7601,433.267,335.9048,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,16,214,3710084,7232.137,6472.527,255.363,84.03995,6713.259,6336.079,2.78698224852071,196.81656804733728,7.6511832695635205,39.30588947288024,5.0,1108.8,8.401136292853337,77.52836011050923,,,,,13.375,231880.25,1.1620348176479511,94.38156638973709,84.5,7.5,0.0,8.0
233,250,25,KMeans,217,590,40889,12545.95,3869.127,3874.691,1001.5,2800.443,1158.661,9,47,10250,583.3674,432.7882,76.36036,31.81998,261.5443,215.1432,3,66,464160,679.9914,644.6472,26.44019,13.99999,604.1386,598.1973,21,443,4951732,8608.081,7463.492,487.7274,142.1002,7775.938,7287.842,2.71889400921659,188.42857142857142,7.9826557574356665,41.37420400986558,5.222222222222222,1138.888888888889,5.45453516943182,82.25879898739908,22.0,154720.0,2.0588480971965235,99.01656672823091,21.095238095238095,235796.7619047619,1.6507767526815793,93.72299521935487,86.8,3.5999999999999996,1.2,8.4
234,300,25,KMeans,297,852,58794,17644.75,5346.686,6104.547,1562.8,3875.41,1622.141,2,4,863,123.4424,55.8809,17.78003,2.039999,55.18088,31.94035,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,728,561.2452,40.08073,7.739994,4.759996,537.6822,19.52026,2.8686868686868685,197.95959595959596,8.857025460831125,41.85727445612207,2.0,431.5,1.6525918161020847,57.883002228308065,,,,,2.0,728.0,0.8481134448900409,3.6304456424259537,99.0,0.6666666666666667,0.0,0.33333333333333337
235,100,30,KMeans,95,191,13394,5338.782,1578.901,1576.221,291.7399,1244.011,468.541,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,211529,2891.389,2705.628,54.74033,9.679994,2757.658,2692.275,2.0105263157894737,140.98947368421054,5.464540413899649,37.66373448466292,,,,,,,,,1.6,42305.8,0.33478698300367055,97.62903884383053,95.0,0.0,0.0,5.0
236,150,30,KMeans,149,307,20896,8280.848,2348.289,2585.514,525.4603,1948.197,662.3007,1,3,428,53.34103,25.24039,7.039994,5.079996,17.0202,14.68015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0604026845637584,140.24161073825502,6.34548901271947,33.99557128976177,3.0,428.0,9.523618122859645,86.25133664704293,,,,,,,,,99.33333333333333,0.6666666666666667,0.0,0.0
237,200,30,KMeans,192,476,31630,11025.72,3060.015,3522.286,837.2602,2492.922,937.4207,5,23,13701,375.637,208.2238,74.66076,23.23998,168.7629,128.122,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,19,150781,1580.594,1482.749,50.96059,13.63999,1477.699,1464.732,2.4791666666666665,164.73958333333334,7.593700910235341,37.60329043588207,4.6,2740.2,6.1868186573740065,75.91834461247112,,,,,6.333333333333333,50260.333333333336,0.8629660747794815,99.12248705588891,96.0,2.5,0.0,1.5
238,250,30,KMeans,249,686,45965,14171.12,4348.753,4430.078,1154.301,3279.208,1292.46,1,4,375,66.66083,22.82033,23.60035,3.519997,16.84019,8.099996,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.755020080321285,184.59839357429718,8.145446513754734,39.41378527986026,4.0,375.0,5.280457804080747,48.099196030448596,,,,,,,,,99.6,0.4,0.0,0.0
239,300,30,KMeans,300,794,55729,16680.62,5201.305,4963.642,1431.541,3948.872,1588.982,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6466666666666665,185.76333333333332,8.58206109844838,40.238883407717445,,,,,,,,,,,,,100.0,0.0,0.0,0.0
240,100,35,KMeans,97,159,12356,5406.877,1130.712,1636.262,247.94,1254.751,328.96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,158322,1730.401,1619.853,41.10037,6.739995,1648.081,1613.107,1.6391752577319587,127.38144329896907,4.585641582007506,26.21715384167855,,,,,,,,,2.0,52774.0,0.38950480264401144,97.87789556459907,97.0,0.0,0.0,3.0
241,150,35,KMeans,150,338,24474,8293.675,2433.27,2506.813,600.2003,1941.836,707.2805,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.2533333333333334,163.16,7.236843739355593,36.42328703350849,,,,,,,,,,,,,100.0,0.0,0.0,0.0
242,200,35,KMeans,194,454,32075,11157.66,3144.358,3451.326,798.86,2529.141,946.6202,1,3,475,53.34103,25.7004,7.659994,7.339994,16.48019,14.82015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,20,505998,2786.406,2663.927,64.88066,19.6,2637.565,2604.197,2.3402061855670104,165.33505154639175,7.1597449644459505,37.4285261280411,3.0,475.0,13.760502937419842,89.92705787979386,,,,,4.0,101199.6,0.7034150802144412,98.73489373721596,97.0,0.5,0.0,2.5
243,250,35,KMeans,246,641,45297,13466.75,4541.46,3837.286,1109.2,3208.867,1378.142,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,306620,2266.021,2139.458,85.64132,21.15998,2109.909,2083.223,2.605691056910569,184.1341463414634,8.23658269441402,42.94793146615301,,,,,,,,,3.0,76655.0,0.9337945235282462,98.7352061155244,98.4,0.0,0.0,1.6
244,300,35,KMeans,286,740,51365,15813.58,5086.604,4401.131,1318.46,3758.232,1545.382,7,25,10949,462.0845,243.9037,100.6611,25.01998,169.8625,116.1015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,39,748834,3802.005,3210.927,53.92021,25.73998,3631.696,3116.092,2.5874125874125875,179.5979020979021,8.337517500780974,41.11992021780455,3.5714285714285716,1564.142857142857,5.414589755769779,68.35028331738906,,,,,5.571428571428571,106976.28571428571,0.677010682521459,85.80266630246585,95.33333333333334,2.3333333333333335,0.0,2.3333333333333335
245,100,40,KMeans,100,178,14420,5080.681,1415.477,1295.275,236.9598,1314.771,441.5607,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,144.2,4.663937767397718,33.58460903077418,,,,,,,,,,,,,100.0,0.0,0.0,0.0
246,150,40,KMeans,137,265,17800,7362.424,2168.067,1934.842,375.5799,1763.974,616.7206,2,1,489,135.8975,17.84022,46.00086,3.319998,33.60039,8.139997,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11,38,963138,6213.054,5988.495,69.90019,21.09999,5957.574,5885.444,1.9343065693430657,129.92700729927006,5.101307667148754,34.9620005737046,0.5,244.5,2.4430162438602623,24.225900354132794,,,,,3.4545454545454546,87558.0,0.3396073814906485,98.78927227760832,91.33333333333333,1.3333333333333335,0.0,7.333333333333333
247,200,40,KMeans,188,457,29176,10215.43,3415.905,2688.35,745.1399,2465.442,967.1212,1,3,603,91.59664,24.82038,42.50078,5.359996,19.12025,10.42005,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11,110,2288529,5480.843,5239.99,139.7014,54.74007,5155.26,5113.151,2.4308510638297873,155.19148936170214,7.294258783037034,39.22709193726723,3.0,603.0,5.851738666396497,54.49745688471646,,,,,10.0,208048.0909090909,0.9987527466121544,99.18318377734585,94.0,0.5,0.0,5.5
248,250,40,KMeans,233,602,40609,12728.68,4267.735,3424.68,899.7801,3045.905,1231.022,5,20,3938,318.4418,163.5428,70.88068,24.19998,106.3615,78.34084,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,92,2020566,6275.932,5966.952,184.8023,66.01997,5893.98,5824.864,2.5836909871244633,174.28755364806867,7.068919165223731,40.41564001503657,4.0,787.6,7.599498558292285,73.65526059711456,,,,,7.666666666666667,168380.5,1.0519548331626283,98.827345868157,93.2,2.0,0.0,4.8
249,300,40,KMeans,294,803,55271,15964.17,5862.302,4137.983,1255.74,3909.455,1717.102,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,30,687799,3263.417,3129.417,55.00018,26.45998,3103.725,3067.239,2.7312925170068025,187.99659863945578,7.865989901134854,43.92177426265298,,,,,,,,,5.0,114633.16666666667,0.8108059742288528,98.82444482033685,98.0,0.0,0.0,2.0
250,100,20,KMeans,100,227,15517,5809.5,1451.977,2057.59,360.8,1286.111,438.1001,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,155.17,6.210517256218264,34.06394160379625,,,,,,,,,,,,,100.0,0.0,0.0,0.0
251,150,20,KMeans,147,390,27999,8938.596,2377.808,3155.884,689.7606,1938.096,708.3604,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,162229,1736.667,1705.056,14.07999,5.439997,1677.049,1664.517,2.6530612244897958,190.46938775510205,7.716654830355909,36.549293739835385,,,,,,,,,2.0,54076.333333333336,0.31324352912792147,99.25273501251306,98.0,0.0,0.0,2.0
252,200,20,KMeans,185,502,33680,11477.03,2908.814,4143.638,930.5006,2433.382,881.4205,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15,210,3501720,6892.065,6235.143,426.6069,95.40009,6228.744,6139.305,2.7135135135135133,182.05405405405406,8.107503422052568,36.22203583325593,,,,,,,,,14.0,233448.0,1.3842018321069232,98.56409253615176,92.5,0.0,0.0,7.5
253,250,20,KMeans,244,668,44986,14961.11,4025.168,5284.637,1198.72,3203.288,1230.74,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,30,735046,3289.515,3111.189,78.00072,24.69998,3117.927,3068.215,2.737704918032787,184.36885245901638,8.012239733549182,38.42114727117886,,,,,,,,,5.0,122507.66666666667,0.750869961073289,98.40560731537332,97.6,0.0,0.0,2.4
254,300,20,KMeans,300,826,54924,18071.81,4788.774,6364.368,1590.261,3929.874,1564.54,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.7533333333333334,183.08,8.799677508783017,39.811454514826686,,,,,,,,,,,,,100.0,0.0,0.0,0.0
255,100,25,KMeans,94,206,16550,5168.054,1516.039,1446.637,296.46,1223.37,416.4405,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,30,748627,3297.06,3191.657,55.94046,18.59999,3139.556,3107.064,2.1914893617021276,176.06382978723406,5.736395169245522,34.04043748007553,,,,,,,,,5.0,124771.16666666667,0.564138656863994,98.96507659044782,94.0,0.0,0.0,6.0
256,150,25,KMeans,137,346,26302,7855.535,2385.33,2350.99,486.1998,1788.695,678.4604,4,35,86441,492.132,361.0271,77.80102,14.23999,317.4303,285.8278,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9,101,1523620,4317.468,4041.575,152.6219,55.84004,4008.186,3962.655,2.5255474452554743,191.98540145985402,6.189264003024618,37.930468861376596,8.75,21610.25,2.8935305974819765,90.04427113605729,,,,,11.222222222222221,169291.11111111112,1.293351566242066,98.86404972224344,91.33333333333333,2.666666666666667,0.0,6.0
257,200,25,KMeans,200,552,45297,11911.71,3350.901,4199.499,1007.862,2608.982,1030.48,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,226.485,8.461102562100656,39.497397835630906,,,,,,,,,,,,,100.0,0.0,0.0,0.0
258,250,25,KMeans,239,656,46492,13827.93,4112.249,4272.931,1167.001,3168.908,1301.142,3,9,2013,186.6819,104.2818,45.22059,9.479993,59.7408,45.18046,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8,56,1286763,4226.015,3977.048,143.0019,38.18001,3952.512,3901.116,2.7447698744769875,194.52719665271965,8.439448276061565,41.059633160697636,3.0,671.0,5.078153264992482,75.62747736890032,,,,,7.0,160845.375,0.9034518334648599,98.69966239191683,95.6,1.2,0.0,3.2
259,300,25,KMeans,268,742,54759,16213.15,4894.343,5567.938,1241.42,3537.37,1589.303,28,252,443060,3481.897,2510.535,589.9084,173.7001,2138.849,1988.307,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,38,121335,1519.267,1451.885,48.70061,17.77999,1402.732,1382.395,2.7686567164179103,204.32462686567163,7.656871120047616,44.92894438523536,9.0,15823.57142857143,4.988662789278373,92.96154146459146,,,,,9.5,30333.75,1.170300546250264,98.55018635063576,89.33333333333333,9.333333333333334,0.0,1.3333333333333335
260,100,30,KMeans,93,176,13093,5222.31,1200.673,1512.46,245.3399,1195.23,339.0403,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,42,989812,3765.769,3508.573,126.5616,28.17998,3517.7,3460.15,1.89247311827957,140.78494623655914,4.697919120082875,28.366113635032587,,,,,,,,,6.0,141401.7142857143,0.7483194003668309,98.36398783295904,93.0,0.0,0.0,7.000000000000001
261,150,30,KMeans,142,356,26588,8109.14,2622.734,2411.469,512.34,1876.896,775.7009,1,4,851,73.33971,39.1207,26.20041,13.08011,21.5003,14.38014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,42,1001330,3764.628,3576.477,93.54089,32.53997,3555.923,3510.513,2.507042253521127,187.2394366197183,6.318055922082983,41.32892285987077,4.0,851.0,17.834962805279705,66.88343883573718,,,,,6.0,143047.14285714287,0.8643608345897655,98.72297572247768,94.66666666666667,0.6666666666666667,0.0,4.666666666666667
262,200,30,KMeans,198,512,37731,11050.62,3597.666,3411.845,814.5801,2630.983,1078.402,2,8,1367,162.8967,48.74073,66.82115,6.299995,42.56059,23.20015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.585858585858586,190.56060606060606,7.371352014638092,40.98855826890557,4.0,683.5,3.86747859226123,54.51087496672391,,,,,,,,,99.0,1.0,0.0,0.0
263,250,30,KMeans,242,650,40815,13817.1,3983.467,4255.493,1078.04,3150.206,1158.14,1,7,27610,189.7837,145.4743,13.50012,1.699999,153.0559,136.5123,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,49,1003505,3629.958,3583.993,43.46003,37.14,3474.466,3463.276,2.6859504132231407,168.65702479338842,7.8022160945495065,36.76394496105969,7.0,27610.0,0.8957560633500138,89.19113866241027,,,,,7.0,143357.85714285713,1.023152333993947,99.67793612025561,96.8,0.4,0.0,2.8000000000000003
264,300,30,KMeans,286,796,55982,16717.41,5122.184,5267.352,1357.9,3774.652,1611.122,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14,86,2012813,7532.28,7117.43,202.6421,62.25995,7087.718,6995.746,2.7832167832167833,195.74125874125875,8.122669719771185,42.682663196501295,,,,,,,,,6.142857142857143,143772.35714285713,0.8265750874901093,98.70237500984096,95.33333333333334,0.0,0.0,4.666666666666667
265,100,35,KMeans,97,187,11624,5030.637,1443.517,1266.293,224.1399,1251.87,395.6602,1,1,680,70.66016,20.46028,21.98031,7.279994,16.84019,7.979993,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,54619,1172.679,1149.116,8.239994,4.779997,1133.621,1121.509,1.9278350515463918,119.83505154639175,4.455497385321183,31.605534120955053,1.0,680.0,10.302826939537074,47.386597182098306,,,,,1.0,27309.5,0.40761342191682454,98.93156531151062,97.0,1.0,0.0,2.0
266,150,35,KMeans,147,334,26111,8159.152,2489.132,2391.95,470.8999,1923.716,744.4011,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,148426,1615.569,1564.98,25.86006,14.83999,1544.445,1528.474,2.272108843537415,177.62585034013605,5.771431884097759,38.69599774602904,,,,,,,,,3.3333333333333335,49475.333333333336,0.9185612004191712,98.9659068467961,98.0,0.0,0.0,2.0
267,200,35,KMeans,190,462,32147,10881.02,3216.121,3363.904,825.3798,2484.841,942.4209,6,23,13095,410.9811,281.6451,55.68021,26.13998,193.0433,156.5024,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,15,159355,2203.52,1639.561,29.14013,7.219995,2105.258,1595.326,2.431578947368421,169.19473684210527,7.5855002564097855,37.92680899904662,3.8333333333333335,2182.5,6.360384942275934,81.07113792605078,,,,,3.75,39838.75,0.32765733916642464,75.77817065651811,95.0,3.0,0.0,2.0
268,250,35,KMeans,242,629,45608,13810.28,4399.195,4155.691,1048.441,3179.087,1336.761,3,21,189551,921.4309,810.7905,62.08085,10.2,793.0945,770.2246,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,35,592874,2483.473,2449.866,34.66008,24.45998,2365.053,2355.578,2.5991735537190084,188.46280991735537,7.591743252128125,42.04858187272006,7.0,63183.666666666664,1.1069739467170028,97.11637137819011,,,,,7.0,118574.8,0.9849102446453012,99.59937472860017,96.8,1.2,0.0,2.0
269,300,35,KMeans,256,640,45607,14383.52,4171.529,4164.169,1105.38,3374.631,1300.44,20,123,95422,1580.51,899.1635,337.0041,102.36,692.301,549.679,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24,251,3752666,11616.07,11088.2,308.8833,107.1799,10915.55,10809.05,2.5,178.15234375,7.685045107178215,38.53576879961098,6.15,4771.1,6.4763905321699955,79.398845299949,,,,,10.458333333333334,156361.08333333334,0.9226864163180835,99.02432767931987,85.33333333333334,6.666666666666667,0.0,8.0
270,100,40,KMeans,93,136,8992,4674.895,1244.955,985.3893,161.2599,1208.41,328.0199,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,42,995889,3756.543,3552.672,113.1213,30.25999,3531.378,3489.9,1.4623655913978495,96.68817204301075,3.449487100779803,27.14475219503314,,,,,,,,,6.0,142269.85714285713,0.8055275821413463,98.82544434495543,93.0,0.0,0.0,7.000000000000001
271,150,40,KMeans,149,300,21723,7779.642,2408.49,2018.582,465.2997,1953.656,726.1007,1,4,371,66.66083,17.1402,22.46032,3.119998,16.04018,7.359994,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0134228187919465,145.79194630872485,5.980991156148316,37.166251376905656,4.0,371.0,4.680406769612679,45.88473446058586,,,,,,,,,99.33333333333333,0.6666666666666667,0.0,0.0
272,200,40,KMeans,200,458,31012,10771.06,3551.666,2977.195,692.6398,2592.261,1049.201,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,155.06,6.430563008654673,40.47435809897229,,,,,,,,,,,,,100.0,0.0,0.0,0.0
273,250,40,KMeans,250,594,39091,13310.95,4243.054,3555.957,1006.98,3295.949,1298.141,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.376,156.364,7.565049827397743,39.38595530452686,,,,,,,,,,,,,100.0,0.0,0.0,0.0
274,300,40,KMeans,300,774,51928,16486.17,5243.626,4788.376,1353.98,3955.032,1583.822,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,173.09333333333333,8.212823233049278,40.04574425693648,,,,,,,,,,,,,100.0,0.0,0.0,0.0
275,100,20,KMeans,99,238,19431,5686.061,1724.402,1821.344,361.7999,1323.512,517.1807,1,2,442,60.00118,12.06009,17.2402,3.219998,16.54019,7.859993,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.404040404040404,196.27272727272728,6.362926813483007,39.076389182719915,2.0,442.0,5.36655779103011,47.52057261736413,,,,,,,,,99.0,1.0,0.0,0.0
276,150,20,KMeans,148,382,25505,9026.372,2262.985,3570.891,589.7801,1974.198,685.8799,2,6,1206,126.7407,45.04065,35.88047,6.899995,36.58046,23.18015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.581081081081081,172.3310810810811,6.533966249119802,34.742204176075546,3.0,603.0,5.444182492285429,63.36757383586756,,,,,,,,,98.66666666666667,1.3333333333333335,0.0,0.0
277,200,20,KMeans,167,463,33594,10455.42,2633.41,3758.128,791.9597,2189.538,802.0999,7,40,21022,558.5284,284.4452,151.4021,34.87997,216.5836,176.2827,2,44,293390,473.3793,424.597,25.3602,17.04002,415.8952,407.5534,24,483,5204030,10027.27,9083.289,621.4097,148.7602,9021.172,8885.658,2.7724550898203595,201.16167664670658,7.574633061130016,36.63329432967137,5.714285714285714,3003.1428571428573,6.244976978789261,81.39245076727879,22.0,146695.0,3.5996546532558558,97.99425432176183,20.125,216834.58333333334,1.4835563418557594,98.49782267758556,83.5,3.5000000000000004,1.0,12.0
278,250,20,KMeans,242,730,53664,15103.41,4168.65,5744.821,1350.401,3205.908,1399.141,8,22,2442,549.0784,147.5019,176.2826,20.51999,148.3219,64.40018,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0165289256198347,221.7520661157025,8.941033845999016,43.64258113458028,2.75,305.25,3.737169409687214,43.41919837866155,,,,,,,,,96.8,3.2,0.0,0.0
279,300,20,KMeans,279,766,52537,17479.18,4638.055,6346.514,1485.981,3620.17,1390.52,6,116,656317,1576.851,1314.772,160.4825,34.13997,1259.587,1220.441,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15,296,3169741,5951.718,5456.338,330.625,104.2002,5383.034,5306.325,2.7455197132616487,188.30465949820788,8.50143427780937,38.410350895123706,19.333333333333332,109386.16666666667,2.165072666979949,96.8921559209487,,,,,19.733333333333334,211316.06666666668,1.7507583524622636,98.57498577939504,93.0,2.0,0.0,5.0
