,TotalDrones,TotalTrucks,Method,SuccessfulNoBottlenecks_Count,SuccessfulNoBottlenecks_UniqueDrones,SuccessfulNoBottlenecks_AvoidanceManeuvers,SuccessfulNoBottlenecks_FlightTime,SuccessfulNoBottlenecks_FlightTimeInProximity,SuccessfulNoBottlenecks_FlightTimeHorizontal,SuccessfulNoBottlenecks_FlightTimeHorizontalProximity,SuccessfulNoBottlenecks_FlightTimeVertical,SuccessfulNoBottlenecks_FlightTimeVerticalProximity,SuccessfulBottlenecks_Count,SuccessfulBottlenecks_UniqueDrones,SuccessfulBottlenecks_AvoidanceManeuvers,SuccessfulBottlenecks_FlightTime,SuccessfulBottlenecks_FlightTimeInProximity,SuccessfulBottlenecks_FlightTimeHorizontal,SuccessfulBottlenecks_FlightTimeHorizontalProximity,SuccessfulBottlenecks_FlightTimeVertical,SuccessfulBottlenecks_FlightTimeVerticalProximity,UnsuccessfulNoBottlenecks_Count,UnsuccessfulNoBottlenecks_UniqueDrones,UnsuccessfulNoBottlenecks_AvoidanceManeuvers,UnsuccessfulNoBottlenecks_FlightTime,UnsuccessfulNoBottlenecks_FlightTimeInProximity,UnsuccessfulNoBottlenecks_FlightTimeHorizontal,UnsuccessfulNoBottlenecks_FlightTimeHorizontalProximity,UnsuccessfulNoBottlenecks_FlightTimeVertical,UnsuccessfulNoBottlenecks_FlightTimeVerticalProximity,UnsuccessfulBottlenecks_Count,UnsuccessfulBottlenecks_UniqueDrones,UnsuccessfulBottlenecks_AvoidanceManeuvers,UnsuccessfulBottlenecks_FlightTime,UnsuccessfulBottlenecks_FlightTimeInProximity,UnsuccessfulBottlenecks_FlightTimeHorizontal,UnsuccessfulBottlenecks_FlightTimeHorizontalProximity,UnsuccessfulBottlenecks_FlightTimeVertical,UnsuccessfulBottlenecks_FlightTimeVerticalProximity,SuccessfulNoBottlenecks_AverageUniqueDroneEncounter,SuccessfulNoBottlenecks_AverageAvoidanceManeuvers,SuccessfulNoBottlenecks_PercentageTimeHorizontalProximity,SuccessfulNoBottlenecks_PercentageTimeVerticalProximity,SuccessfulBottlenecks_AverageUniqueDroneEncounter,SuccessfulBottlenecks_AverageAvoidanceManeuvers,SuccessfulBottlenecks_PercentageTimeHorizontalProximity,SuccessfulBottlenecks_PercentageTimeVerticalProximity,UnsuccessfulNoBottlenecks_AverageUniqueDroneEncounter,UnsuccessfulNoBottlenecks_AverageAvoidanceManeuvers,UnsuccessfulNoBottlenecks_PercentageTimeHorizontalProximity,UnsuccessfulNoBottlenecks_PercentageTimeVerticalProximity,UnsuccessfulBottlenecks_AverageUniqueDroneEncounter,UnsuccessfulBottlenecks_AverageAvoidanceManeuvers,UnsuccessfulBottlenecks_PercentageTimeHorizontalProximity,UnsuccessfulBottlenecks_PercentageTimeVerticalProximity,SuccessfulNoBottlenecks_Percentage,SuccessfulBottlenecks_Percentage,UnsuccessfulNoBottlenecks_Percentage,UnsuccessfulBottlenecks_Percentage
0,100,20,KMeans,90,212,15097,5295.516,1504.019,1769.064,335.4199,1181.81,416.8399,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10,90,1923166,5155.053,4791.583,195.8226,56.85995,4794.726,4728.615,2.3555555555555556,167.74444444444444,6.334036192129341,35.2713126475491,,,,,,,,,9.0,192316.6,1.1029944793972049,98.62117251329899,90.0,0.0,0.0,10.0
1,150,20,KMeans,149,370,25727,8850.172,2414.408,3139.865,628.7606,1953.296,737.2007,1,4,498,66.66083,26.56042,17.32021,4.679996,18.34023,9.340024,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.4832214765100673,172.66442953020135,7.1045014718358,37.74137150744178,4.0,498.0,7.020608654287683,50.92642785832021,,,,,,,,,99.33333333333333,0.6666666666666667,0.0,0.0
2,200,20,KMeans,197,560,39621,11876.95,3553.686,4062.199,952.8802,2598.523,1110.181,3,14,2150,218.2187,78.24122,72.58109,12.81999,64.1409,41.16037,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.8426395939086295,201.12182741116752,8.022936865104256,42.723539487624315,4.666666666666667,716.6666666666666,5.874835657988981,64.17179989678972,,,,,,,,,98.5,1.5,0.0,0.0
3,250,20,KMeans,239,703,51138,14761.21,4386.177,5088.492,1256.201,3174.588,1348.401,5,25,69105,613.4645,358.65,141.2423,16.35999,347.7501,298.4442,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,42,752557,3133.578,3001.299,76.0609,19.59999,2954.726,2930.272,2.9414225941422596,213.96652719665272,8.510149235733385,42.47483452970905,5.0,13821.0,2.666819351405012,85.82145626989038,,,,,7.0,125426.16666666667,0.625482754857227,99.1723767279944,95.6,2.0,0.0,2.4
4,300,20,KMeans,300,872,56839,18363.09,5035.759,6609.516,1680.102,3993.278,1605.101,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.9066666666666667,189.46333333333334,9.149342512616341,40.1950728198738,,,,,,,,,,,,,100.0,0.0,0.0,0.0
5,100,25,KMeans,89,211,16808,5165.917,1550.26,1625.341,299.5401,1209.131,460.841,6,25,6861,455.6157,226.9641,122.0217,31.81998,171.5228,124.8617,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,16,315612,2778.576,2276.2,28.29999,16.57999,2669.104,2202.61,2.3707865168539324,188.85393258426967,5.798391650504644,38.113405412647595,4.166666666666667,1143.5,6.983951606584234,72.7959781440135,,,,,3.2,63122.4,0.596708169940286,82.52244948117422,89.0,6.0,0.0,5.0
6,150,25,KMeans,134,338,26336,7907.227,2351.91,2567.214,579.5207,1741.315,704.9005,2,16,53584,324.9158,271.2459,30.88033,15.56003,241.3871,230.9259,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14,98,1975565,7348.4,6932.238,228.8428,71.55998,6891.412,6804.179,2.5223880597014925,196.53731343283582,7.329000419489665,40.48092964225312,8.0,26792.0,4.788942242882618,95.66621414317501,,,,,7.0,141111.7857142857,0.9738171574764575,98.73417813359583,89.33333333333333,1.3333333333333335,0.0,9.333333333333334
7,200,25,KMeans,185,516,37357,10854.45,3187.34,3427.566,836.7005,2501.543,971.7805,2,11,26597,253.2426,159.6129,44.38063,6.319995,149.7118,132.0712,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,85,1803049,6970.726,6613.865,181.702,60.99998,6578.377,6493.903,2.789189189189189,201.92972972972973,7.708363850770882,38.847243481323325,5.5,13298.5,2.4956286975414086,88.21696085412106,,,,,6.538461538461538,138696.07692307694,0.875087903325995,98.71588387226818,92.5,1.0,0.0,6.5
8,250,25,KMeans,219,629,46370,13047.09,3997.632,4176.997,1010.52,2945.768,1250.842,9,116,596870,1780.355,1411.036,215.8232,42.64001,1321.975,1257.601,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,22,411,3539839,8296.22,7703.119,366.5045,132.28,7547.022,7455.89,2.872146118721461,211.7351598173516,7.745175360942555,42.462339193038964,12.88888888888889,66318.88888888889,2.3950285195930023,95.13046767147641,,,,,18.681818181818183,160901.77272727274,1.5944610919189706,98.79247735066892,87.6,3.5999999999999996,0.0,8.799999999999999
9,300,25,KMeans,300,860,61842,17642.27,5361.185,6001.225,1486.621,3923.136,1679.221,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.8666666666666667,206.14,8.42647233037472,42.80302798577465,,,,,,,,,,,,,100.0,0.0,0.0,0.0
10,100,30,KMeans,97,177,11149,5262.38,1355.775,1391.436,260.5398,1272.391,404.9402,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,52984,1707.839,1096.126,53.34074,4.159997,1606.7,1074.126,1.824742268041237,114.9381443298969,4.9509879560199,31.825138656277822,,,,,,,,,2.3333333333333335,17661.333333333332,0.24358250397139308,66.8529283624821,97.0,0.0,0.0,3.0
11,150,30,KMeans,141,356,26329,8453.589,2754.338,2803.026,600.3022,1862.156,772.1011,6,35,42199,544.5199,411.6928,57.94036,20.65998,326.298,296.4573,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,21,183702,1655.667,1528.927,49.56056,8.899993,1551.111,1520.029,2.524822695035461,186.7304964539007,7.1011519485984,41.462750704022646,5.833333333333333,7033.166666666667,3.79416436387357,90.85477079234319,,,,,7.0,61234.0,0.5375472845686965,97.9961459882626,94.0,4.0,0.0,2.0
12,200,30,KMeans,199,509,33164,11195.51,3437.283,3529.267,844.4002,2653.143,1067.981,1,1,342,46.68088,20.00027,0.8799997,0.54,15.96018,6.339995,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.557788944723618,166.6532663316583,7.542311158669859,40.25342772703922,1.0,342.0,1.1567905317980294,39.72383143548506,,,,,,,,,99.5,0.5,0.0,0.0
13,250,30,KMeans,233,654,48917,13270.55,4627.644,3854.088,1069.38,3071.646,1332.862,9,41,8995,634.0209,380.1253,125.5013,38.87997,266.4044,201.0829,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8,49,928442,3952.18,3395.432,66.14033,27.93998,3753.748,3303.128,2.8068669527896994,209.94420600858368,8.058294494199563,43.39243519598287,4.555555555555555,999.4444444444445,6.132285229083142,75.48032239707753,,,,,6.125,116055.25,0.7069511004053458,87.99546479944846,93.2,3.5999999999999996,0.0,3.2
14,300,30,KMeans,299,799,59934,16804.09,5403.41,5112.466,1298.34,3920.034,1685.923,1,3,403,66.56084,20.92029,25.6204,4.239997,16.68019,8.019994,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6722408026755855,200.44816053511707,7.7263332914784435,43.00786676850252,3.0,403.0,6.370107408500253,48.08095111626427,,,,,,,,,99.66666666666667,0.33333333333333337,0.0,0.0
15,100,35,KMeans,94,161,10438,4926.041,1193.294,1254.433,223.9199,1227.03,317.2801,3,11,18256,318.9054,188.7194,64.76101,5.259996,177.0175,148.4617,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,161885,1618.392,1543.766,37.24039,12.99999,1527.112,1513.006,1.7127659574468086,111.04255319148936,4.545636140665496,25.857566644662317,3.6666666666666665,6085.333333333333,1.6493906970531076,83.86837459573205,,,,,4.0,53961.666666666664,0.8032658342354634,99.07629564825632,94.0,3.0,0.0,3.0
16,150,35,KMeans,143,327,24962,7819.257,2379.33,2157.726,492.7999,1872.015,701.7409,6,24,2191,384.1423,208.1636,80.42086,30.52,153.8024,95.08103,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,688,423.8656,25.22039,1.599999,1.599999,411.4124,12.7601,2.2867132867132867,174.55944055944056,6.302387809992689,37.48585882057569,4.0,365.1666666666667,7.944972475043753,61.820251179435424,,,,,3.0,688.0,0.3774779080916215,3.1015351020047035,95.33333333333334,4.0,0.0,0.6666666666666667
17,200,35,KMeans,200,484,32875,11091.52,3419.423,3190.439,802.9396,2602.081,1003.041,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,164.375,7.239220593750901,38.54764705633683,,,,,,,,,,,,,100.0,0.0,0.0,0.0
18,250,35,KMeans,249,642,41852,13775.14,4001.666,4118.95,1110.1,3288.848,1240.161,1,4,490,66.66083,18.36023,17.82022,3.159998,18.20023,8.540006,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5783132530120483,168.08032128514057,8.058720274349298,37.70806677596533,4.0,490.0,4.740412023072619,46.9225169132478,,,,,,,,,99.6,0.4,0.0,0.0
19,300,35,KMeans,299,775,51417,16650.34,5059.402,4980.0,1343.12,3921.236,1558.202,1,3,556,91.51665,27.62044,38.7007,2.999998,21.5203,12.8001,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.591973244147157,171.96321070234114,8.066622062972888,39.73752153657673,3.0,556.0,3.278089833926395,59.47918941650442,,,,,,,,,99.66666666666667,0.33333333333333337,0.0,0.0
20,100,40,KMeans,97,172,12797,4910.499,1213.335,1159.073,211.6799,1254.41,372.9804,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,158381,1733.865,1619.853,46.4405,3.319998,1637.23,1606.4,1.7731958762886597,131.9278350515464,4.310761492874756,29.73353209875559,,,,,,,,,2.0,52793.666666666664,0.19147961346471612,98.11694141934854,97.0,0.0,0.0,3.0
21,150,40,KMeans,146,294,21035,7792.021,2328.729,1958.381,466.8199,1898.696,648.7205,1,1,678,50.98098,33.34057,1.159999,0.56,25.06038,18.92024,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,55147,1752.623,1166.181,13.15999,1.64,1695.427,1131.461,2.0136986301369864,144.07534246575344,5.990998997564303,34.16663331044043,1.0,678.0,1.098448872501078,75.49861574325689,,,,,1.0,18382.333333333332,0.09357403160862318,66.7360493846093,97.33333333333334,0.6666666666666667,0.0,2.0
22,200,40,KMeans,197,456,31221,10407.6,3476.105,2598.786,698.9598,2554.282,985.1607,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,158173,1730.021,1633.627,47.44051,15.96001,1640.814,1609.703,2.314720812182741,158.48223350253807,6.715859564164648,38.56898729271083,,,,,,,,,2.0,52724.333333333336,0.9225327322616316,98.10392890358077,98.5,0.0,0.0,1.5
23,250,40,KMeans,235,565,39404,12866.35,4320.216,3408.118,863.6195,3087.945,1288.122,5,22,17226,411.7102,240.8427,77.96083,20.73998,209.3638,171.343,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10,65,1297669,5317.489,5025.535,160.1819,43.53997,4986.69,4925.27,2.404255319148936,167.67659574468084,6.712233850314969,41.714538309458234,4.4,3445.2,5.037519109315242,81.83984050728922,,,,,6.5,129766.9,0.8188069594502217,98.76832127122401,94.0,2.0,0.0,4.0
24,300,40,KMeans,300,749,51586,16093.13,5512.453,4349.847,1340.541,3905.034,1643.922,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.4966666666666666,171.95333333333335,8.329896048810891,42.09750798584596,,,,,,,,,,,,,100.0,0.0,0.0,0.0
25,100,20,KMeans,99,247,16300,5495.036,1532.598,1886.906,380.08,1299.671,479.4201,1,3,329,70.84013,19.34025,29.70049,3.159998,16.38018,7.739994,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.494949494949495,164.64646464646464,6.916788170268584,36.88780468287744,3.0,329.0,4.4607456253962265,47.25219136786043,,,,,,,,,99.0,1.0,0.0,0.0
26,150,20,KMeans,135,383,27354,8288.302,2444.831,2825.301,628.1,1794.756,724.4805,5,15,4576,366.4986,151.4025,79.60088,12.35999,148.2424,81.44099,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10,52,1037792,5377.659,4716.011,92.90046,59.22002,5125.17,4563.136,2.837037037037037,202.62222222222223,7.578150506581445,40.36651778849047,3.0,915.2,3.372452173077878,54.937716874524426,,,,,5.2,103779.2,1.1012230414758541,89.03384668215885,90.0,3.3333333333333335,0.0,6.666666666666667
27,200,20,KMeans,192,525,40980,11705.98,3126.116,4083.898,888.7399,2541.083,979.2414,4,30,17300,326.6912,175.0432,84.24117,22.94,139.4024,112.9818,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,289778,2131.361,1962.369,107.8818,16.8,1952.278,1928.142,2.734375,213.4375,7.59218707019831,38.53637996082773,7.5,4325.0,7.021921618947802,81.04724165437611,,,,,7.5,72444.5,0.7882287421042236,98.76370066148367,96.0,2.0,0.0,2.0
28,250,20,KMeans,250,724,50708,15779.16,4156.97,6026.23,1251.74,3346.908,1375.941,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.896,202.832,7.932868416316205,41.11081033598772,,,,,,,,,,,,,100.0,0.0,0.0,0.0
29,300,20,KMeans,300,782,58242,18432.43,4360.604,6746.036,1541.64,3872.234,1432.86,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6066666666666665,194.14,8.363737174100214,37.00344555623446,,,,,,,,,,,,,100.0,0.0,0.0,0.0
30,100,25,KMeans,87,183,16073,4802.021,1452.179,1353.656,286.6801,1142.43,432.1606,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,135,2646911,6567.378,5535.03,322.1251,85.80018,6034.645,5424.822,2.103448275862069,184.7471264367816,5.969988469438181,37.82819078630638,,,,,,,,,10.384615384615385,203608.53846153847,1.306460203752548,89.89463340428475,87.0,0.0,0.0,13.0
31,150,25,KMeans,138,347,25893,8089.271,2228.845,2613.775,533.5399,1833.375,719.5609,11,52,8402,824.8276,406.387,264.2642,53.46006,288.7245,208.0227,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1027,420.8073,44.72083,4.859996,4.859996,401.6378,25.54039,2.5144927536231885,187.6304347826087,6.595648730274953,39.2478843662644,4.7272727272727275,763.8181818181819,6.481361680913684,72.04885626263099,,,,,3.0,1027.0,1.1549219797280132,6.359060327489095,92.0,7.333333333333333,0.0,0.6666666666666667
32,200,25,KMeans,200,540,35240,11608.71,3113.696,3823.49,918.6001,2641.443,962.1406,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,176.2,7.913024789145393,36.42481022683434,,,,,,,,,,,,,100.0,0.0,0.0,0.0
33,250,25,KMeans,238,675,52750,14377.27,4387.355,4832.902,1139.501,3117.205,1337.341,2,9,1349,159.9751,76.86137,64.66113,9.679993,36.42045,25.1602,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10,90,1916927,5130.807,4828.243,180.4823,56.80009,4792.457,4742.119,2.8361344537815127,221.6386554621849,7.925711904972223,42.901926565625295,4.5,674.5,6.050937302117642,69.08261704619245,,,,,9.0,191692.7,1.1070400816089945,98.94964107137527,95.19999999999999,0.8,0.0,4.0
34,300,25,KMeans,280,773,55825,17154.59,4682.395,5939.885,1470.121,3710.973,1457.081,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,19,140367,226.6916,226.6916,5.979995,5.979995,205.7671,205.7671,19,361,4804312,8095.576,7363.553,453.7468,138.0002,7323.918,7215.615,2.7607142857142857,199.375,8.56984049167016,39.264122913316804,,,,,19.0,140367.0,2.6379429145146975,100.0,19.0,252858.52631578947,1.704637199379019,98.52124231866058,93.33333333333333,0.0,0.33333333333333337,6.333333333333334
35,100,30,KMeans,92,162,14372,4972.466,1332.196,1281.075,234.9398,1202.53,379.2403,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8,56,1311815,4237.801,4042.351,96.70093,30.31999,4014.294,3967.544,1.7608695652173914,156.2173913043478,4.724814609089332,31.536868103082664,,,,,,,,,7.0,163976.875,0.715465166958052,98.8354116564457,92.0,0.0,0.0,8.0
36,150,30,KMeans,149,367,27530,8254.796,2501.451,2428.35,578.3204,1958.356,736.3404,1,5,552,66.66083,24.32037,21.00029,3.599997,18.66024,10.28005,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.4630872483221475,184.76510067114094,7.005871495794687,37.59992565192437,5.0,552.0,5.400468311000628,55.09066335695574,,,,,,,,,99.33333333333333,0.6666666666666667,0.0,0.0
37,200,30,KMeans,178,432,30150,10300.18,2850.034,3198.023,705.3997,2333.92,861.2007,3,8,1577,180.003,93.66158,28.4801,14.35999,61.08083,40.14035,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,19,162,3539258,9770.762,9215.366,283.123,92.49998,9162.363,9045.041,2.4269662921348316,169.38202247191012,6.848421095553671,36.89932388428052,2.6666666666666665,525.6666666666666,7.977639261567863,65.71677234903323,,,,,8.526315789473685,186276.73684210525,0.9467018027867221,98.71952246380108,89.0,1.5,0.0,9.5
38,250,30,KMeans,219,582,41135,12659.1,3902.151,3870.55,965.7999,2921.366,1176.962,12,74,72424,963.2889,615.3489,184.2021,71.12009,448.5817,363.2195,1,17,161686,260.0157,260.0157,2.519998,2.519998,239.8744,239.8744,18,307,3955685,7595.667,6784.749,282.8434,110.2201,7025.473,6599.443,2.6575342465753424,187.8310502283105,7.629293551674289,40.28807071760265,6.166666666666667,6035.333333333333,7.38304884443286,80.97064592692924,17.0,161686.0,0.9691714769531226,100.0,17.055555555555557,219760.27777777778,1.4510917869358937,93.93592431427749,87.6,4.8,0.4,7.199999999999999
39,300,30,KMeans,294,789,54813,16648.35,5367.807,5242.067,1385.02,3899.492,1670.323,5,17,1414,328.9821,159.5827,61.18057,21.06001,126.6019,62.58069,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,698,398.6595,40.00072,3.539997,3.539997,377.671,19.00024,2.683673469387755,186.4387755102041,8.319262869894015,42.834374323629845,3.4,282.8,6.401567136935412,49.43108278785705,,,,,2.0,698.0,0.8879750764750369,5.030897262432117,98.0,1.6666666666666667,0.0,0.33333333333333337
40,100,35,KMeans,92,157,11267,4779.663,1471.299,1134.071,241.3199,1191.77,405.8406,5,13,4735,384.7954,191.6834,89.42113,20.40001,155.1226,107.3215,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,55274,1730.121,1150.593,17.09999,4.979997,1658.131,1123.127,1.7065217391304348,122.46739130434783,5.048889430070698,34.05360094649135,2.6,947.0,5.30152127598199,69.18495435223494,,,,,1.3333333333333333,18424.666666666668,0.2878409660364795,67.73451554792715,92.0,5.0,0.0,3.0
41,150,35,KMeans,143,330,23599,7791.127,2282.847,2157.285,553.6797,1866.916,665.6002,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,42,1005672,3769.892,3619.831,83.64084,26.59998,3563.764,3531.582,2.3076923076923075,165.02797202797203,7.106541839197334,35.652391430573196,,,,,,,,,6.0,143667.42857142858,0.7055899744608068,99.09696601682938,95.33333333333334,0.0,0.0,4.666666666666667
42,200,35,KMeans,196,494,35161,10629.23,3403.844,2995.955,770.3804,2560.742,1029.981,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,305478,2268.444,2100.967,57.24055,8.379994,2135.0,2092.587,2.520408163265306,179.39285714285714,7.247753600213751,40.22197472451344,,,,,,,,,3.0,76369.5,0.36941595207992795,98.01344262295082,98.0,0.0,0.0,2.0
43,250,35,KMeans,232,597,44033,12983.03,4269.676,3725.344,944.3198,3052.548,1270.641,5,25,10494,353.3008,242.9626,57.48045,25.67998,162.7628,140.8623,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13,120,2297743,6574.341,6232.756,191.6222,67.52004,6170.568,6086.434,2.5732758620689653,189.79741379310346,7.273493167619577,41.625586231567866,5.0,2098.8,7.268588126604865,86.54452983114078,,,,,9.23076923076923,176749.46153846153,1.0270236971279707,98.63652746392229,92.80000000000001,2.0,0.0,5.2
44,300,35,KMeans,300,762,53925,16577.29,5154.166,4892.418,1392.601,3913.494,1558.761,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,179.75,8.400655354403524,39.83041752459567,,,,,,,,,,,,,100.0,0.0,0.0,0.0
45,100,40,KMeans,100,156,9577,5045.727,1363.298,1126.151,212.2801,1301.391,383.3605,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,95.77,4.207126148521313,29.45774943886964,,,,,,,,,,,,,100.0,0.0,0.0,0.0
46,150,40,KMeans,150,307,19291,7928.75,2228.726,2134.164,461.9798,1953.597,645.9006,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.046666666666667,128.60666666666665,5.826641021598613,33.06212079564004,,,,,,,,,,,,,100.0,0.0,0.0,0.0
47,200,40,KMeans,188,438,26973,9960.807,3426.926,2456.726,680.5202,2419.12,955.7411,1,3,99,78.09891,13.94013,34.5406,3.419997,16.9602,6.359995,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11,59,1226479,5799.816,5413.123,181.4821,52.57997,5434.529,5341.884,2.3297872340425534,143.47340425531914,6.831978573623602,39.507800357154665,3.0,99.0,4.379058555362681,37.499528307449204,,,,,5.363636363636363,111498.09090909091,0.906579967364482,98.2952524496603,94.0,0.5,0.0,5.5
48,250,40,KMeans,236,570,41533,12818.98,4345.558,3364.038,942.2201,3098.246,1319.182,7,40,61009,751.4488,462.1672,130.7817,26.89998,427.0654,362.172,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,44,536068,3573.436,3489.36,59.04043,23.43998,3401.499,3380.169,2.4152542372881354,175.98728813559322,7.350195569382276,42.57834916917507,5.714285714285714,8715.57142857143,3.579748879763997,84.80480975513352,,,,,6.285714285714286,76581.14285714286,0.6559507432062586,99.37292352577497,94.39999999999999,2.8000000000000003,0.0,2.8000000000000003
49,300,40,KMeans,290,738,49933,15737.34,5480.792,4114.604,1242.32,3813.254,1639.802,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10,90,1929178,5093.886,4705.93,227.6236,39.37997,4695.892,4628.008,2.5448275862068965,172.18275862068967,7.89409137757715,43.00269533579457,,,,,,,,,9.0,192917.8,0.7730830646779295,98.55439605510519,96.66666666666667,0.0,0.0,3.3333333333333335
50,100,20,KMeans,96,234,21499,6081.277,1325.874,2459.157,380.7202,1248.691,409.66,3,9,2643,188.7634,83.06133,30.92014,8.219995,77.94121,42.58043,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,821,542.2066,40.00072,1.659999,1.659999,521.0059,18.82024,2.4375,223.94791666666666,6.260530477398085,32.807155653400244,3.0,881.0,4.354655086738213,54.63147159249901,,,,,3.0,821.0,0.3061561773685529,3.612289227434852,96.0,3.0,0.0,1.0
51,150,20,KMeans,149,390,25841,8890.772,2307.407,3088.225,707.0999,1923.276,678.5201,1,4,400,65.50102,17.96022,19.72026,3.579997,16.9602,7.719994,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.61744966442953,173.4295302013423,7.9531889919120635,35.27939307722864,4.0,400.0,5.465559162284801,45.51829577481397,,,,,,,,,99.33333333333333,0.6666666666666667,0.0,0.0
